HJD,dmag,err
5769.61662,3.8361,0.0117
5769.62618,3.8741,0.0128
5769.63575,3.8025,0.0132
5769.63899,3.8094,0.0129
5769.64633,3.7777,0.0166
5769.6591,3.7679,0.0124
5769.66333,3.8529,0.0117
5769.67506,3.7681,0.0121
5769.7248,3.821,0.0118
5769.73255,3.8198,0.0119
5769.74339,3.8115,0.0122
5769.7544,3.7603,0.0125
5769.76181,3.7935,0.0121
5770.64201,3.6362,0.0134
5770.64776,3.6576,0.0133
5770.67541,3.6563,0.0133
5770.73144,3.6466,0.0136
5770.75094,3.6304,0.0144
5770.77111,3.6604,0.0151
5777.54293,2.9613,0.0221
5777.59033,2.9209,0.0223
5779.53748,2.6549,0.027
5779.60921,2.747,0.0339
5779.60984,2.751,0.0341
5779.67881,2.7471,0.0358
5782.50424,2.2176,0.0642
5782.50649,2.2525,0.0276
5782.55142,2.5361,0.02
5782.55298,2.3111,0.0354
5782.5535,2.4435,0.0308
5782.70826,2.602,0.029
5782.73577,2.5438,0.0326
5782.73859,2.5869,0.0321
5782.75854,2.6339,0.0327
