Date,AD,AE,AF,AG,AI,AL,AM,AO,AR,AS,AT,AU,AW,AZ,BA,BAT,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FR,GA,GB,GD,GE,GF,GG,GH,GI,GM,GN,GP,GQ,GR,GS,GT,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NG,NI,NL,NO,NP,NR,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,US,UY,UZ,VA,VC,VE,VG,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
2019-03-20T23:04:40.058Z,,30,1,2,,2,1,,4,,105,415,,,1,,2,,267,,26,3,,,2,12,,,,15,2,,1,,,328,,,,200,,4,,8,2,,1,,,32,50,948,,172,1,1,,1,4,4,,,1317,,55,3,,,2363,,238578,,2,3,44,2,592,1,,,,108,,,,,36,,5,,27,3,356,7,46,5,,,,6,291,57,5,2,38,4,,2,,,1,,4,1,5,1,,,5,,3,,,2,95,3,,6,2,,1,1,,,,,1,,,,,1,43,1,,,14,8,,1,2,,2,1,384,96,,,206,,,4,,1,5,,53,,,,104,,,8,3,14,2,2,1,5,,1,2,221,25,,1,10,,,2,,,,,,1,,1,,,,17,1,1,,,1,8,2,1,3,,1,,757,5,2,,1,,3,4,2,1,,1,,,27,1,2
2019-03-20T23:10:00.164Z,,30,1,2,,2,1,,4,,105,436,,,1,,2,,268,,26,3,,,2,13,,,,15,2,,1,,,338,,,,206,,4,,9,2,,1,,,34,51,960,,173,1,1,,1,4,4,,,1329,,55,3,,,2386,,244689,,2,3,46,2,598,1,,,,109,,,1,,37,,5,,27,4,371,7,49,5,,,,6,294,59,5,2,43,4,,2,,,1,,4,1,5,1,,,5,,3,,,2,96,3,,6,3,,1,1,,,,,1,,,,,1,43,1,,,14,8,,1,2,,2,1,385,96,,,211,,,4,,1,5,,53,,,,105,,,8,4,14,2,2,1,5,,1,2,223,26,,1,11,,,2,,,,,,1,,1,,,,17,1,1,,,1,8,2,1,3,,1,,779,5,2,,1,,3,4,2,1,,1,,,27,1,2
2019-03-20T23:15:00.117Z,,31,1,2,,2,1,,4,,105,450,,,1,,2,,270,,26,3,,,2,13,,,,16,2,,1,,,344,,,,207,,4,,9,3,,1,,,34,52,966,,174,1,1,,1,4,4,,,1344,,55,3,,,2406,,250157,,2,3,48,2,602,1,,,,110,,,1,,39,,5,,27,4,384,7,49,5,,,,7,296,59,5,2,47,4,,2,,,1,,4,1,5,1,,1,5,,3,,,2,97,3,,6,3,,1,1,,,,,1,,,,,1,43,1,,,14,8,,1,2,,2,1,391,96,,,220,,,4,,1,5,,56,,,,111,,,8,4,14,2,2,1,5,,1,2,224,28,,1,11,,,2,,,,,,1,,1,,,,17,1,1,,,1,8,2,1,3,,1,,808,5,2,,1,,3,4,2,1,,1,,,27,1,2
2019-03-20T23:20:00.137Z,,31,1,2,,2,1,,4,,106,465,,,1,,2,,273,,26,3,,,2,15,,,,16,2,,1,,,351,,,,209,,4,,10,3,,1,,,35,53,972,,176,1,1,,1,4,4,,,1358,,57,3,,,2424,,255305,,2,3,48,2,604,1,,,,110,,,1,,40,,5,,27,4,396,7,51,5,,,,7,300,61,5,2,49,4,,2,,,1,,4,1,5,1,,1,5,,3,,,2,99,3,,6,3,,1,1,,,,,1,,,,,1,44,1,,,15,8,,1,2,,2,1,404,100,,,228,,,4,,1,5,,57,,,,113,,,8,4,14,2,2,1,5,,1,2,226,30,,1,11,,,2,,,,,,1,,1,,,,18,1,1,,,1,8,2,1,3,,1,,840,5,2,,1,,3,4,2,1,,1,,,27,1,2
2019-03-20T23:25:00.051Z,,31,1,2,,2,1,,4,,109,478,,,1,,2,,274,,26,3,,,2,16,,,,16,2,,1,,,358,,,,212,,4,,10,3,,1,,,35,55,980,,176,1,1,,1,4,4,,,1380,,57,3,,,2446,,260440,,2,3,49,2,606,1,,,,110,,,1,,44,,5,,27,4,405,7,51,5,,,,7,302,61,5,2,51,4,,2,,,1,,5,1,6,1,,1,5,,3,,,2,100,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,15,8,,1,2,,2,1,407,101,,,232,,,4,,1,5,,59,,,,116,,,8,4,14,2,2,1,5,,1,2,228,33,,1,11,,,2,,,,,,1,,1,,,,18,1,1,,,1,8,2,1,3,,1,,874,5,2,,1,,3,4,2,1,,1,,,27,1,2
2019-03-20T23:27:50.071Z,,31,1,2,,2,1,,4,,110,489,,,1,,2,,276,,26,3,,,2,17,,,,16,2,,1,,,368,,,,213,,4,,10,3,,1,,,35,55,986,,176,1,1,,1,4,4,,,1387,1,57,3,,,2452,,263481,,2,3,49,2,608,1,,,,110,,,1,,47,,5,,27,4,409,7,52,5,,,,7,302,62,5,2,52,4,,2,,,1,,5,1,6,1,,1,5,,3,,,3,100,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,15,9,,1,2,,2,1,409,102,,,236,,,4,,1,5,,60,,,,116,,,8,4,14,2,2,1,5,1,1,2,229,33,,1,11,,,2,,,,,,1,,1,,,,18,1,1,,,1,8,2,1,3,,1,,889,5,2,,1,,3,4,2,1,,1,,,27,1,2
2019-03-20T23:30:00.114Z,,31,1,2,,2,1,,4,,110,498,,,1,,2,,278,,26,3,,,2,17,,,,16,2,,1,,,377,,,,216,,4,,10,3,,1,,,35,55,991,,176,1,1,,1,4,4,,,1394,1,57,3,,,2466,,265706,,2,3,51,2,608,1,,,,110,,,1,,48,,5,,27,4,413,7,53,5,,,,7,303,62,5,2,53,4,,2,,,1,,5,1,6,1,,1,5,,3,,,3,101,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,16,9,,1,2,,2,1,410,102,,,241,,,4,,1,5,,61,,,,118,,,8,4,14,2,2,1,5,1,1,2,230,33,,1,11,,,2,,,,,,1,,1,,,,19,1,1,,,1,8,2,1,3,,1,,895,5,2,,1,,3,4,2,1,,1,,,27,1,2
2019-03-20T23:35:00.460Z,,31,1,2,,2,1,,4,,113,509,,,1,,2,,281,,26,3,,,2,17,,,,16,2,,1,,,386,,,,219,,4,,10,3,,1,,,35,55,1005,,178,1,1,,1,4,4,,,1408,1,57,3,,,2482,,270719,,2,3,51,2,610,1,,,,110,,,1,,52,,5,,27,4,423,7,56,5,,,,7,309,62,5,2,56,4,,2,,,1,,5,1,6,1,,1,5,,3,,,3,101,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,16,9,,1,3,,2,1,414,104,,,251,,,4,,1,5,,63,,,,120,,,8,4,14,2,2,1,5,1,1,2,231,34,,1,11,,,2,,,,,,1,,1,1,,,21,1,1,,,1,8,2,2,3,,1,,921,5,2,,1,,3,4,2,1,,1,,,28,1,2
2019-03-20T23:37:40.175Z,,31,1,2,,2,1,,4,,113,516,,,1,,2,,284,,26,3,,,2,17,,,,16,2,,1,,,390,,,,221,,5,,11,3,,1,,,35,56,1008,,178,1,1,,1,4,4,,,1411,1,57,3,,,2488,,273319,,2,3,51,2,613,1,,,,110,,,1,,52,,5,,27,4,427,7,57,5,,,,7,311,63,5,2,56,4,,2,,,1,,5,1,6,1,,1,5,,3,,,3,101,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,16,9,,1,3,,2,1,415,104,,,255,,,5,,1,5,,63,,,,121,,,8,4,14,2,3,1,5,1,1,2,231,35,,1,11,,,2,,,,,,1,,1,1,,,22,1,1,,,1,8,2,2,3,,1,,932,5,2,,1,,3,4,2,1,,1,,,28,1,2
2019-03-20T23:38:45.109Z,,31,1,2,,2,1,,4,,113,518,,,1,,2,,284,,26,3,,,2,17,,,,16,2,,1,,,392,,,,221,,5,,11,3,,1,,,35,56,1010,,178,1,1,,1,4,4,,,1413,1,57,3,,,2493,,274312,,2,3,51,2,613,1,,,,111,,,1,,53,,5,,27,4,431,7,57,5,,,,7,311,63,5,2,57,4,,2,,,1,,5,1,6,1,,1,5,,3,,,3,102,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,16,9,,1,3,,2,1,416,104,,,256,,,5,,1,5,,63,,,,123,,,8,5,14,2,3,1,5,1,1,2,231,38,,1,11,,,2,,,,,,1,,1,1,,,23,1,1,,,1,8,2,2,3,,1,,936,5,2,,1,,3,4,2,1,,1,,,28,1,2
2019-03-20T23:40:00.174Z,,31,1,2,,2,1,,4,,114,520,,,1,,2,,284,,26,3,,,2,17,,,,16,2,,1,,,399,,,,221,,5,,12,3,,1,,,35,57,1012,,178,1,1,,1,4,4,,,1415,1,57,3,,,2496,,275422,,2,3,51,2,614,1,,,,111,,,1,,54,,5,,27,4,436,7,57,5,,,,7,312,63,5,2,57,4,,2,,,1,,5,1,7,1,,1,5,,3,,,3,102,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,16,9,,1,3,,2,1,418,104,,,259,,,5,,1,5,,63,,,,126,,,8,5,14,2,3,1,5,1,1,2,231,38,,1,11,,,2,,,,,,1,,1,1,,,23,1,1,,,1,8,2,2,3,,1,,944,5,2,,1,,3,4,2,1,,1,,,28,1,2
2019-03-20T23:45:00.094Z,,31,1,2,,2,1,,4,,114,533,,,1,,2,,288,,26,3,,,2,17,,,,17,2,,1,,,406,,,,224,,5,,14,3,,1,,,35,59,1017,,178,1,1,,1,4,4,,,1425,1,59,3,,,2503,,279757,,2,3,52,2,615,1,,,,111,,,1,,61,,5,,28,5,444,7,58,5,,,,7,313,63,5,2,59,4,,2,,,1,,5,1,7,1,,1,5,,3,,,3,102,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,17,11,,1,3,,2,1,421,105,,,266,,,5,,1,5,,63,,,,129,,,8,5,14,2,3,1,5,1,1,2,235,38,,1,12,,,2,,,,,,1,,1,1,,1,24,1,1,,,1,8,2,2,3,,1,,970,5,2,,1,,3,5,2,1,,1,,,28,1,2
2019-03-20T23:50:00.140Z,,31,1,2,,2,1,,4,,115,555,,,1,,2,,292,,26,3,,,2,19,1,,,18,2,,1,,,418,,,,224,,6,,16,3,1,1,,,35,59,1018,,181,1,1,,1,4,4,,,1430,1,59,3,,,2513,,283893,,2,3,52,2,617,1,,,,111,,,1,,66,,5,,29,5,455,7,59,5,,,,7,315,63,5,2,60,4,,2,,,1,,5,1,7,1,,1,5,,3,,,3,103,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,17,12,,1,3,,2,1,425,105,,,277,,,5,,1,6,,64,,,,129,,,8,5,14,3,3,1,5,1,1,2,237,45,,1,12,,,2,,,,,,1,,1,1,,1,24,1,1,,,1,8,2,2,3,,1,,998,5,2,,1,,3,5,2,1,,1,,,29,1,2
2019-03-20T23:54:55.112Z,,31,1,2,,2,1,,4,,115,569,,,1,,2,,294,,26,3,,,2,19,1,,,18,2,,1,,,427,,,,225,,6,,18,3,1,1,,,35,59,1025,,184,1,1,,1,4,4,,,1445,1,60,3,,,2523,,287650,,2,3,52,2,620,1,,,,111,,,1,,67,,5,,29,5,461,7,61,5,,,,7,316,65,6,2,63,4,,2,,,1,,5,1,7,1,,1,5,,3,,,3,104,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,17,13,,1,3,,3,1,428,106,,,290,,,5,,1,7,,64,,,,131,,,8,5,14,3,3,1,5,1,1,2,239,46,,1,12,,,2,,,,,,1,,1,1,,1,24,1,1,,,1,8,2,2,3,,2,,1019,5,2,,1,,3,5,2,1,,1,,,29,1,2
2019-03-21T00:00:05.064Z,,31,1,2,,2,1,,4,,115,596,,,1,,2,,295,,26,3,,,2,19,1,,,18,2,,1,,,442,,,,226,,6,,18,4,1,1,,,35,59,1033,,185,1,1,,1,4,4,,,1457,1,61,3,,,2537,,291478,,2,3,52,2,621,1,,,,113,,,1,,70,,5,,29,5,470,7,63,5,,,,7,318,65,6,2,67,4,,2,,,1,,6,1,8,1,,1,5,,3,,,3,105,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,17,13,,1,3,,3,1,432,107,,,301,,,5,,1,7,,64,,,,133,,,8,5,14,3,3,1,5,1,1,2,241,47,,1,12,,,2,,,,,,1,,1,1,,1,24,1,1,,,1,8,3,2,3,,2,,1045,5,2,,1,,3,5,2,1,,1,,,29,1,2
2019-03-21T00:05:00.120Z,,31,1,2,,2,1,,4,,115,611,,,1,,2,,296,,26,3,,,2,19,1,,,19,2,,1,,,456,,,,226,,6,,18,4,1,1,,,35,60,1037,,187,1,1,,1,4,4,,,1471,1,61,3,,,2544,,294885,,2,3,52,2,622,1,,,,113,,,1,,73,,5,,29,5,474,7,64,5,,,,7,319,65,7,2,71,4,,2,,,1,,6,1,8,1,,1,5,,3,,,3,106,3,,6,3,,1,1,,,,,1,,,,,1,45,1,,,17,13,,1,3,,3,1,434,107,,,303,,,5,,1,8,,64,,,,135,,,8,5,14,3,3,1,5,1,1,2,242,54,,1,12,,,2,,,,,,1,,1,2,,1,27,1,1,,,1,8,3,2,3,,2,,1073,5,2,,1,,3,5,2,1,,1,,,29,1,2
2019-03-21T00:10:00.189Z,,32,1,2,,2,1,,4,,115,633,,,1,,2,,300,,26,3,,,2,19,1,,,19,2,,1,,,471,,,,226,,6,,20,4,1,1,,,35,60,1042,,189,1,1,,1,4,4,,,1475,1,61,3,,,2553,,297976,,2,3,52,2,625,1,,,,113,,,1,,78,,5,,29,5,484,7,64,5,,,,7,320,65,7,2,74,4,,3,,,1,,6,1,9,1,,1,5,,3,,,3,106,3,,6,3,,1,1,,,,,1,,,,,1,46,1,,,17,13,,1,3,,3,1,436,107,,,308,,,5,,1,8,,64,,,,137,,,8,5,14,3,3,1,5,1,1,2,244,57,,1,12,,,2,,,,,,1,,1,2,,1,28,1,1,,,1,8,3,2,3,,2,,1090,7,2,,1,,3,5,2,1,,1,,,29,1,2
2019-03-21T00:14:55.041Z,,32,1,2,,2,1,,5,,115,645,,,1,,3,,304,,26,3,,,2,20,1,,,20,2,,1,,,480,,,,229,,6,,20,4,1,1,,,35,60,1045,,189,1,1,,1,4,4,,,1481,1,61,3,,,2554,,300876,,2,3,52,2,628,1,,,,114,,,1,,86,,5,,29,5,489,7,65,6,,,,7,321,66,7,2,74,4,,3,,,1,,6,1,9,1,,1,5,,3,,,3,107,3,,6,3,,1,1,,,,,1,,,,,1,46,1,,,17,13,,1,3,,3,1,436,108,,,311,,,5,,1,9,,64,,,,137,,,8,5,14,3,3,1,5,1,1,2,245,60,,1,12,,,2,,,,,,1,,1,2,,1,29,1,1,,,1,8,3,2,3,,2,1,1122,7,2,,1,,3,5,2,1,,1,,,31,1,2
2019-03-21T00:20:00.174Z,,32,1,2,,2,1,,6,,115,658,,,1,,5,,304,,26,3,,,2,22,1,,,20,2,,1,,,489,,,,229,,6,,20,5,1,1,,,35,62,1053,,190,1,1,,1,4,4,,,1488,1,62,3,,,2561,,303649,,2,3,52,2,630,1,,,,114,,,1,,86,,5,,29,5,493,7,70,6,,,,7,322,66,7,2,76,4,,3,,,1,,6,1,9,1,1,1,5,,3,,,3,107,3,,6,3,,1,1,,,,,1,,,,,1,46,1,,,17,14,,1,3,,3,1,440,108,,,319,,,5,,1,10,,64,,,,138,,,8,5,14,3,3,1,5,1,1,2,246,63,,1,12,,,2,,,,,,1,,1,2,,1,29,1,1,,,1,8,3,2,3,,2,1,1150,7,2,,1,,3,5,2,1,,1,,,31,1,2
2019-03-21T00:25:00.324Z,,32,1,2,,2,1,,6,,115,673,,,1,,5,,305,,26,3,,,2,23,1,,,21,2,,1,,,499,,,,230,,6,,21,5,1,1,,,35,62,1056,,190,1,1,,1,4,4,,,1491,1,62,3,,,2566,,306056,,2,3,53,2,630,1,,,,114,,,1,,90,,5,,29,5,496,7,71,6,,,,7,323,67,7,2,79,4,,3,,,1,,6,1,9,1,1,1,5,,3,,,3,107,3,,6,3,,1,1,,,,,1,,,,,1,46,1,,,17,14,,1,3,,3,1,442,109,,,323,,,5,,1,10,,65,,,,139,,,8,5,14,3,3,1,5,1,1,2,248,65,,1,12,,,2,,,,,,1,,1,2,,1,32,1,1,,,1,8,3,2,3,,2,1,1172,7,2,,1,,3,5,2,1,,1,,,32,1,2
2019-03-21T00:30:00.075Z,,32,1,2,,2,1,,6,,115,689,,,1,,5,,306,,26,3,,,2,23,1,,,21,2,,1,,,510,,,,230,,6,,21,6,1,1,,,35,62,1061,,190,1,1,,1,4,4,,,1495,1,62,3,,,2570,,308290,,2,3,53,2,630,1,,,,115,,,1,,98,,5,,29,5,499,7,71,6,,,,7,323,68,7,2,80,4,,3,,,1,,6,1,9,1,1,2,5,,3,,,3,107,3,,6,3,,1,1,,,,,1,,,,,1,46,1,,,17,14,,1,3,,3,1,444,109,,,330,,,5,,1,10,,65,,,,140,,,8,5,14,3,3,1,5,1,1,2,249,69,,1,12,,,2,,,,,,1,,1,2,,1,33,1,1,,,1,8,3,2,3,,2,1,1202,7,3,,1,,3,5,2,1,,1,,,32,1,2
2019-03-21T00:35:00.056Z,,32,1,2,,2,1,,6,,116,700,,,1,,5,,308,,26,3,,,2,23,1,,,21,2,,1,,,519,,,,231,,6,,21,6,1,1,,,35,62,1064,,190,1,1,,1,4,4,,,1502,1,62,3,,,2575,,310312,,2,3,53,2,632,1,,,,115,,,1,,103,,5,,29,5,502,7,72,6,,,,7,323,68,7,2,81,4,,3,,,1,,7,1,9,1,1,2,5,,3,,,3,107,3,,6,3,,1,1,,,,,1,,,,,1,47,1,,,17,15,,1,3,,3,1,447,109,,,337,,,5,,1,10,,66,,,,140,,,8,5,14,3,3,1,5,1,1,2,252,70,,1,12,,,2,,,,,,1,,1,2,,1,34,1,1,,,1,8,3,2,3,,2,1,1225,7,3,,1,,3,5,3,1,,1,,,32,1,2
2019-03-21T00:40:00.682Z,,32,1,2,,2,1,,6,,117,710,,,1,,5,,308,,27,3,,,2,23,2,,,21,2,,1,,,529,,,,232,,7,,21,6,1,1,,,35,62,1068,,190,1,1,,1,4,4,,,1509,1,63,3,,,2579,,312249,,2,3,54,2,634,1,,,,115,,,1,,105,,5,,29,5,506,7,72,6,,,,7,324,68,8,2,82,4,,3,,,1,,7,1,9,1,1,2,5,,3,,,3,107,3,,6,3,,1,1,,,,,1,,,,,1,47,1,,,20,15,,1,3,,3,1,451,109,,,341,,,5,,1,10,,66,,,,140,,,8,5,14,3,3,1,5,1,1,2,252,74,,1,12,,,2,,,,,,1,,1,2,,1,34,1,1,,,1,8,4,3,3,1,2,1,1252,7,3,,1,,3,5,3,1,,1,,,32,1,2
2019-03-21T00:44:55.632Z,,32,1,2,,2,1,,6,,117,728,,,1,,5,,309,,27,3,,,2,24,2,,,21,2,,1,,,540,,,,232,,7,,21,6,1,1,,,36,62,1071,,191,1,1,,1,4,4,,,1511,1,63,3,,,2580,,314012,1,2,3,54,2,634,1,,,,115,,,1,,108,,5,,29,5,508,7,73,6,,,,7,324,68,9,2,83,4,,3,,,1,,7,1,11,1,1,2,6,,3,,,3,108,3,,6,3,,1,1,,,,,1,,,,,1,47,1,,,21,16,,1,3,,3,1,452,109,,,345,,,5,,1,10,,66,,,,140,,,8,5,14,3,3,1,5,1,1,2,252,75,,1,12,,,2,,,,,,1,,1,2,,1,34,1,1,,,1,8,4,3,3,1,2,1,1270,7,3,,1,,3,5,3,1,,1,,,32,1,2
2019-03-21T00:49:55.226Z,,32,1,2,,2,1,,6,,117,740,,,1,,5,,310,,27,3,,,2,24,2,,,21,2,,1,,,551,,,,235,,7,,21,6,1,1,,,36,63,1076,,191,1,1,,1,4,4,,,1514,1,63,3,,,2584,,315581,1,2,3,54,2,635,1,,,,115,,,1,,111,,5,,30,6,509,7,73,6,,,,7,324,68,10,2,84,4,,3,,,1,,8,1,11,1,1,2,6,,3,,,3,109,3,,6,3,,1,1,,,,,1,,,,,1,48,1,,,21,16,,1,3,,3,1,453,109,,,353,,,5,,1,10,,66,,,,141,,,8,5,14,3,3,1,5,1,1,2,254,76,,2,12,,,2,,,,,,1,,1,2,,1,35,1,1,,,1,8,4,3,3,1,2,1,1294,7,3,,1,,3,5,3,1,,1,,,32,1,2
2019-03-21T00:54:50.263Z,,32,1,2,,2,1,,6,,117,757,,,1,,5,,311,,27,3,,,2,26,3,,,21,2,,1,,,567,,,,236,,7,,22,6,1,1,,,37,63,1078,,191,1,1,,1,4,4,,,1517,1,63,3,,,2587,,317060,1,2,3,54,2,637,1,,,,115,,,1,,114,,5,,30,6,513,7,73,6,,,,7,324,68,10,2,85,4,,3,,,1,,9,1,12,1,1,2,6,,3,,,3,109,3,,6,3,,1,1,,,,,1,,,,,1,48,1,,,21,16,,1,3,,3,1,455,109,,,359,,,5,,1,11,,67,,,,141,,,8,5,14,3,3,1,5,1,1,2,255,77,,2,12,,,2,,,,,,1,,1,2,,1,37,1,1,,,1,8,4,3,3,1,3,1,1315,7,3,,1,,3,6,3,1,,1,,,32,1,2
2019-03-21T01:00:00.185Z,,32,1,3,,2,1,,6,,117,771,,,1,,5,,311,,27,3,,,2,26,3,,,21,2,,1,,,577,,,,236,,7,,22,7,1,1,,,37,63,1079,,191,1,1,,1,4,4,,,1527,1,63,3,,,2592,,318495,1,2,3,54,2,639,1,,,,115,,,1,,117,,5,,30,7,518,7,73,6,,,,7,324,68,11,2,87,4,,3,,,1,,10,1,12,1,1,2,6,,3,,,3,109,3,,6,3,,1,1,,,,,1,,,,,1,48,1,,,21,16,,1,3,,3,1,457,109,,,362,,,5,,1,11,,68,,,,142,,,8,5,14,3,3,1,5,1,1,2,256,79,,2,12,,,2,,,,,,1,,1,2,,1,39,1,1,,,1,8,4,3,3,1,3,1,1336,7,3,,1,,3,6,3,1,,1,,,32,1,2
2019-03-21T01:05:00.050Z,,32,1,3,,2,1,,6,,117,786,,,1,,5,,311,,27,3,,,2,27,3,,,22,2,,1,,,587,,,,236,,8,,22,7,1,1,,,37,63,1079,,191,1,1,,1,4,4,,,1527,1,63,3,,,2595,,319687,1,2,3,55,2,639,1,,,,115,,,1,,118,,5,,30,7,520,7,73,6,,,,7,324,68,11,2,88,4,,3,,,1,,10,1,13,1,1,2,6,,3,,,3,109,3,,6,3,,1,1,,,,,1,,,,,1,48,1,,,21,17,,1,3,,3,1,457,109,,,364,,,5,,1,11,,68,,,,142,,,8,5,14,3,3,1,5,1,1,2,256,82,,2,12,,,2,,,,,,1,,1,2,,1,40,1,1,,,1,8,4,3,3,1,3,1,1353,8,3,,1,,4,6,3,1,,1,,,32,1,2
2019-03-21T01:10:00.548Z,,32,1,3,,2,1,,6,,117,801,,,1,,5,,311,,27,3,,,2,27,3,,,22,2,,1,,,594,,,,238,,8,,22,7,1,1,,,37,63,1081,,193,1,1,,1,4,4,,,1530,1,63,3,,,2599,,320826,1,2,3,55,2,639,1,,,,115,,,1,,120,,5,,30,7,520,7,73,6,,,,7,325,68,11,2,88,4,,4,,,1,,10,1,13,1,1,2,6,,3,,,3,109,3,,6,3,,1,1,,,,,1,,1,,,1,48,1,,,22,18,,1,3,,3,1,457,110,,,369,,,5,,1,11,,68,,,,142,,,8,5,14,3,3,1,5,1,1,2,256,84,,2,12,,,2,,,,,,1,,1,2,,1,41,1,1,,,1,8,4,3,3,1,3,1,1366,8,3,,1,,4,6,3,1,,1,,,32,1,2
2019-03-21T01:15:00.266Z,,32,1,3,,2,1,,6,,117,810,,,1,,5,,312,,27,3,,,2,27,3,,,23,2,,1,,,599,,,,238,,8,,23,7,1,1,,,37,63,1083,,194,1,1,,1,4,4,,,1532,1,63,3,,,2606,,321865,1,2,3,55,2,639,1,,,,117,,,1,,122,,5,,30,8,521,7,73,6,,,,7,325,68,11,2,89,4,,4,,,1,,10,1,13,1,1,2,6,,3,,,3,109,3,,6,3,,1,1,,,,,1,,1,,,1,48,1,,,22,18,,1,3,,3,1,457,110,,,375,,,5,,1,11,,68,,,,142,,,8,5,14,3,3,1,5,1,1,2,256,86,,2,12,,,2,,,,,,1,,1,2,,1,41,1,1,,,1,8,4,3,4,1,3,1,1381,8,3,,1,,4,6,3,1,,1,,,32,1,2
2019-03-21T01:19:52.834Z,,33,1,3,,2,1,,6,,117,830,,,1,,5,,312,,27,3,,,2,27,3,,,24,2,,1,,,610,,,,238,,8,,23,7,1,1,,,37,63,1084,,194,1,1,,1,4,4,,,1537,1,63,3,,,2611,,322772,1,2,3,55,2,639,1,,,,117,,,1,,123,,5,,30,8,523,7,74,6,,,,7,325,68,11,2,90,4,,4,,,1,,10,1,14,1,1,2,6,,3,,,3,109,3,,6,3,,1,1,,,,,1,,1,,,1,48,1,,,22,18,,1,3,,3,1,458,111,,,381,,,5,,1,11,,68,,,,143,,,8,5,14,3,3,1,5,1,1,2,256,86,,2,12,,,2,,,,,,1,,1,2,,1,41,1,1,,,1,8,4,3,4,1,3,1,1398,8,3,,1,,4,6,3,1,,1,,,32,1,2
2019-03-21T01:25:00.476Z,,34,1,3,,2,1,,6,,118,845,,,1,,5,,312,,27,3,,,2,27,3,,,24,2,,1,,,617,,,,238,,8,,23,7,1,1,,,37,63,1086,,194,1,1,,1,4,4,,,1542,1,63,3,,,2617,,323663,1,2,3,55,2,639,1,,,,117,,,1,,125,,5,,30,8,523,7,74,6,,,,7,325,69,11,2,93,4,,4,,,1,,10,1,14,1,1,2,6,,3,,,3,109,3,,6,3,,1,1,,,,,1,,1,,,1,48,1,,,22,19,,1,3,,3,1,460,111,,,385,,,5,,1,11,,68,,,,144,,,8,5,14,3,3,1,5,1,1,2,256,88,,2,12,,,2,,,,,,1,,1,2,,1,41,1,1,,,1,8,4,3,4,1,3,1,1424,8,3,,1,,4,6,3,1,,1,,,32,1,2
2019-03-21T01:29:55.363Z,,35,1,3,,2,1,,6,,118,860,,,1,,5,,312,,27,3,,,2,28,3,,,24,2,,1,,,626,,,,238,,9,,23,7,1,1,,,37,63,1087,,194,1,1,,1,4,4,,,1543,1,64,3,,,2623,,324491,1,2,3,55,2,639,1,,,,117,,,1,,128,,5,,30,8,526,7,75,6,,,,7,325,69,12,2,93,4,,4,,,1,,11,1,14,1,1,2,6,,3,,,3,110,3,,6,3,,1,1,,,,,1,,1,,,1,48,1,,,22,19,,1,3,,3,1,461,111,,,389,,,6,,1,11,,68,,,,145,,,8,5,14,3,3,1,5,1,1,2,257,89,,2,12,,,2,,,,,,1,,1,2,,1,41,1,1,,,1,8,4,3,4,1,3,1,1447,8,3,,1,,4,6,3,1,,1,,,32,1,2
