Date,AD,AE,AF,AG,AI,AL,AM,AO,AR,AS,AT,AU,AW,AZ,BA,BAT,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FR,GA,GB,GD,GE,GF,GG,GH,GI,GM,GN,GP,GQ,GR,GS,GT,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NG,NI,NL,NO,NP,NR,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,US,UY,UZ,VA,VC,VE,VG,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
2019-03-23T22:41:24.739Z,31,1788,19,19,8,16,6,8,106,3,2136,12189,3,11,18,11,52,16,3980,5,429,113,5,4,16,284,30,17,4,310,35,3,33,5,16,7836,7,2,2,4851,5,115,3,375,110,32,9,4,4,1010,790,15761,1,2176,4,15,9,32,93,131,18,2,19744,31,1017,18,20,4,34793,5,4544298,12,22,35,795,36,3602,10,3,12,1,1318,5,15,3,9,2191,6,80,2,364,162,7277,271,948,283,6,17,14,111,4461,1082,39,58,1065,183,4,62,1,1,14,28,171,59,155,16,22,83,20,7,63,3,2,55,1326,69,8,44,119,6,6,9,8,2,16,4,39,10,24,10,1,11,754,52,8,39,235,355,17,15,16,3,55,11,7661,1375,23,2,4697,118,21,92,10,4,146,57,763,5,2,17,2143,1,4,241,31,245,49,127,27,132,4,17,15,3102,1549,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,756,6,9,8,25,6,255,60,82,133,65,80,71,18329,156,95,53,10,42,59,219,64,16,6,10,9,3,1430,39,65
2019-03-23T22:49:23.447Z,31,1789,19,19,8,16,6,8,106,3,2136,12227,3,11,18,11,52,16,3981,5,429,113,5,4,16,284,30,17,4,310,35,3,33,5,17,7850,7,2,2,4855,5,115,3,375,110,32,9,4,4,1010,790,15770,1,2176,4,15,9,32,93,131,18,2,19760,31,1018,18,20,4,34813,5,4548526,12,22,35,796,36,3609,10,3,12,1,1318,5,16,3,9,2193,6,80,2,364,163,7282,271,948,283,6,17,14,111,4461,1082,39,58,1066,183,4,62,1,1,14,28,171,59,156,16,22,83,21,7,63,3,2,55,1326,69,8,45,119,6,6,9,8,2,16,4,39,10,24,10,1,11,756,52,8,39,235,356,17,15,16,3,55,11,7668,1375,23,2,4701,118,21,92,10,4,146,57,763,5,2,17,2145,1,4,242,31,246,49,127,27,132,4,17,15,3102,1553,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,756,6,9,8,25,6,255,60,82,134,65,80,71,18353,156,95,53,10,42,59,220,65,16,6,10,9,3,1431,39,65
2019-03-23T22:53:24.705Z,31,1789,19,19,8,16,6,8,107,3,2138,12237,3,11,18,11,52,16,3982,5,429,113,5,4,16,286,30,17,4,310,35,3,33,5,17,7852,7,2,2,4858,5,115,3,375,110,32,9,4,4,1010,790,15776,1,2177,4,15,9,32,93,131,18,2,19762,31,1018,18,20,4,34831,5,4550658,12,22,35,796,36,3611,10,3,12,1,1318,5,16,3,9,2194,6,80,2,364,163,7287,271,949,283,6,17,14,111,4461,1082,39,58,1069,183,4,62,1,1,14,28,171,59,156,16,22,83,21,7,63,3,2,55,1326,69,8,45,119,6,6,9,8,2,16,4,39,10,24,10,1,11,756,52,8,39,235,356,17,15,16,3,55,11,7671,1375,23,2,4706,118,21,92,10,4,146,57,763,5,2,17,2147,1,4,242,31,246,49,127,27,132,4,17,15,3105,1554,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,756,6,9,8,25,6,255,60,82,134,65,80,71,18362,156,95,53,10,42,59,220,65,16,6,10,9,3,1431,39,65
2019-03-23T22:57:24.137Z,31,1789,19,19,8,16,6,8,108,3,2139,12258,3,11,18,11,52,17,3983,5,429,113,5,4,16,287,30,17,4,310,35,3,33,5,17,7859,7,2,2,4860,5,115,3,375,110,32,9,4,4,1010,790,15779,1,2178,4,15,9,32,93,131,18,2,19773,31,1018,18,20,4,34845,5,4552756,12,22,35,796,36,3613,10,3,12,1,1318,5,16,3,9,2194,6,80,2,364,163,7290,272,949,283,6,17,14,111,4463,1082,39,58,1069,183,4,62,1,1,14,28,171,59,156,16,22,83,21,7,63,3,2,55,1329,69,8,45,119,6,6,9,8,2,16,4,39,10,24,10,1,11,756,52,8,39,236,356,17,15,16,3,55,11,7673,1376,23,2,4709,118,21,92,10,4,146,57,763,5,2,17,2148,1,4,242,31,246,49,127,27,132,4,17,15,3105,1554,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,756,6,9,8,25,6,255,60,82,134,65,80,71,18371,156,95,53,10,42,59,220,65,16,6,10,9,3,1431,39,65
2019-03-23T23:01:23.996Z,31,1789,19,19,8,16,6,8,109,3,2139,12281,3,11,18,11,52,17,3983,5,429,113,5,4,16,287,30,17,4,310,35,3,33,5,17,7862,7,2,2,4860,5,115,3,376,111,32,9,4,4,1010,790,15782,1,2178,4,15,9,32,93,131,18,2,19777,31,1018,18,20,4,34854,5,4554669,12,22,35,797,36,3615,10,3,12,1,1318,5,16,3,9,2195,6,80,2,364,163,7295,272,949,283,6,17,14,111,4466,1082,39,58,1069,183,4,62,1,1,14,28,171,59,156,16,22,83,21,7,63,3,2,55,1329,69,8,45,120,6,6,9,8,2,16,4,39,10,24,10,1,11,757,52,8,39,236,356,17,15,16,3,55,11,7679,1377,23,2,4713,118,21,92,10,4,146,57,763,5,2,17,2149,1,4,242,31,246,49,127,27,132,4,17,15,3105,1556,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,756,6,9,8,25,6,255,60,82,134,65,80,71,18388,156,95,53,10,42,59,220,65,16,6,10,9,3,1431,39,65
2019-03-23T23:09:21.282Z,32,1789,19,19,8,16,7,8,111,3,2140,12312,3,11,18,11,52,17,3985,5,429,113,5,4,16,287,30,17,4,312,35,3,33,5,17,7879,7,2,2,4860,5,115,3,377,111,32,9,4,5,1010,790,15789,1,2179,4,15,9,32,93,131,18,2,19788,31,1019,18,20,4,34873,5,4558376,12,22,35,797,36,3617,10,4,12,1,1318,5,16,3,9,2195,6,80,2,365,164,7306,272,953,283,6,17,14,111,4468,1084,39,58,1070,183,4,62,1,1,14,28,171,59,156,16,22,83,21,7,63,3,2,55,1330,69,8,45,120,6,6,9,8,2,16,4,39,10,24,10,1,11,757,52,8,39,237,356,17,15,16,3,55,11,7681,1378,23,2,4720,118,21,93,10,5,146,57,763,5,2,17,2152,1,4,242,31,246,49,127,27,132,4,17,15,3106,1560,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,756,6,9,8,25,6,255,60,82,134,65,81,71,18404,156,95,53,10,42,59,220,65,16,6,10,9,3,1431,39,65
2019-03-23T23:13:19.782Z,32,1789,19,19,8,16,7,8,111,3,2140,12328,3,11,18,11,52,17,3985,5,429,113,5,4,16,287,30,17,4,312,35,3,33,5,17,7886,7,2,2,4860,5,115,3,377,111,32,9,4,5,1010,791,15796,1,2181,4,15,9,32,93,131,18,2,19796,31,1019,18,20,4,34877,5,4560178,12,22,35,797,36,3619,10,4,12,1,1318,5,16,3,9,2196,6,80,2,365,164,7308,272,953,283,6,17,14,111,4468,1084,39,58,1071,183,4,62,1,1,14,28,171,59,156,16,22,83,21,7,63,3,2,55,1331,69,8,45,120,6,6,9,8,2,16,4,39,10,24,10,1,11,757,52,8,39,238,356,17,15,16,3,55,11,7681,1378,23,2,4725,118,21,93,10,5,146,57,763,5,2,17,2154,1,4,242,31,246,49,127,27,132,4,17,15,3106,1560,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,756,6,9,8,25,6,255,60,82,134,65,81,71,18417,156,95,53,10,42,59,221,65,16,6,11,9,3,1431,39,65
2019-03-23T23:17:19.026Z,32,1789,19,19,8,16,7,8,111,3,2140,12345,3,11,18,11,52,17,3985,5,429,113,5,4,16,287,31,17,4,312,35,3,33,5,17,7892,7,2,2,4862,5,115,3,377,111,32,9,4,5,1010,791,15798,1,2182,4,15,9,32,93,131,18,2,19804,31,1019,18,20,4,34881,5,4562526,12,22,35,798,36,3621,10,4,12,1,1318,5,16,3,9,2197,6,80,2,365,164,7308,272,953,283,6,17,14,111,4468,1085,39,58,1072,183,4,62,1,1,14,28,171,59,156,16,22,83,21,7,63,3,2,56,1331,69,8,45,120,6,6,9,8,2,16,4,39,10,24,10,1,11,758,52,8,39,238,356,17,15,16,3,55,11,7683,1378,23,2,4727,118,21,93,10,5,146,57,763,5,2,17,2157,1,4,242,31,246,49,127,27,132,4,17,15,3106,1560,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,756,6,9,8,25,6,255,60,82,134,65,81,71,18432,157,95,53,10,42,59,221,65,16,6,11,9,3,1431,39,65
2019-03-23T23:21:17.725Z,32,1790,19,19,8,16,7,8,111,3,2141,12354,3,11,18,11,52,17,3985,5,429,113,5,4,16,288,31,17,4,312,35,3,33,5,17,7895,7,2,2,4865,5,115,3,378,111,32,9,4,5,1010,792,15800,1,2183,4,15,9,32,93,131,18,2,19808,31,1019,18,20,4,34889,5,4564394,12,22,35,798,36,3623,10,4,12,1,1318,5,16,3,9,2199,6,80,2,365,164,7314,272,954,283,6,17,14,111,4468,1086,40,58,1072,183,4,62,1,1,14,28,171,59,156,16,22,83,21,7,63,3,2,56,1331,69,8,45,120,6,6,9,8,2,16,4,39,10,24,10,1,11,758,52,8,39,238,356,17,16,16,3,55,11,7687,1380,23,2,4733,118,21,93,10,5,146,57,764,5,2,17,2158,1,4,242,31,246,49,127,27,132,4,17,15,3107,1560,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,757,6,9,8,25,7,255,60,82,134,65,81,71,18440,157,95,53,10,42,59,221,65,16,6,11,9,3,1431,39,65
2019-03-23T23:29:15.156Z,32,1790,19,19,8,16,7,8,111,3,2141,12382,3,11,18,11,53,17,3988,5,429,113,5,4,16,288,31,17,4,314,35,3,33,5,17,7908,7,2,2,4865,5,115,3,380,111,32,9,4,5,1010,792,15801,1,2184,4,15,9,32,93,131,18,2,19821,31,1019,18,20,4,34905,5,4567691,12,22,35,799,36,3624,10,4,12,1,1319,5,16,3,9,2200,6,80,2,365,166,7325,274,955,283,6,17,14,111,4471,1088,40,58,1075,183,4,62,1,1,14,28,171,59,156,16,22,83,21,7,63,3,2,56,1332,69,8,45,120,6,6,9,8,2,16,4,39,10,24,10,1,11,758,52,8,39,238,356,17,16,16,3,56,11,7688,1380,23,2,4745,119,21,93,10,6,146,57,764,5,2,17,2160,1,4,242,31,246,49,127,27,132,4,17,15,3108,1561,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,757,6,10,8,25,7,255,60,82,134,65,81,71,18462,157,95,53,10,42,59,221,65,16,6,11,10,3,1431,39,65
2019-03-23T23:33:14.115Z,32,1790,19,19,8,16,7,8,112,3,2141,12394,3,11,18,11,53,17,3988,5,429,113,5,4,16,288,31,17,4,315,35,3,33,5,17,7915,7,2,2,4866,5,115,3,380,111,32,9,4,5,1010,792,15806,1,2184,4,15,9,32,93,131,18,2,19825,31,1019,18,20,4,34913,5,4569168,12,22,35,799,36,3626,10,4,12,1,1319,5,16,3,9,2201,6,80,2,365,166,7327,274,955,283,6,17,14,111,4472,1088,40,58,1078,183,4,62,1,1,14,28,171,59,157,16,22,83,21,7,63,3,2,56,1333,69,8,45,120,6,6,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,238,356,17,16,16,3,56,11,7691,1380,23,2,4747,119,21,93,10,6,146,57,764,5,2,17,2160,1,4,242,31,246,49,127,27,133,4,17,15,3110,1562,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,757,6,10,8,25,7,255,60,82,134,65,81,71,18475,157,95,53,10,42,59,221,65,16,6,11,10,3,1431,39,65
2019-03-23T23:37:12.176Z,32,1790,19,19,8,16,7,8,112,3,2141,12404,3,11,18,11,53,17,3990,5,430,113,5,4,16,288,31,17,4,316,35,3,33,5,17,7921,7,2,2,4867,5,115,3,380,111,32,9,4,5,1010,792,15812,1,2184,4,15,9,32,93,131,18,2,19832,31,1019,18,20,4,34914,5,4570633,12,22,35,800,36,3626,10,4,12,1,1320,5,16,3,9,2201,6,80,2,365,167,7328,274,956,283,6,17,14,111,4473,1089,40,58,1079,183,4,62,1,1,14,28,171,59,157,16,22,83,21,7,63,3,2,57,1333,69,8,45,120,6,6,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,239,357,17,16,16,3,56,11,7692,1380,23,2,4751,119,21,93,10,6,146,57,764,5,2,17,2160,1,4,242,31,246,49,127,27,133,4,17,15,3111,1564,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,757,6,10,8,26,7,255,60,82,134,65,81,71,18483,157,95,53,10,42,59,221,65,16,6,11,10,3,1431,39,65
2019-03-23T23:41:08.509Z,32,1790,19,19,8,16,7,8,112,3,2142,12419,3,11,18,11,53,17,3990,5,430,113,5,4,16,288,31,17,4,317,35,3,33,5,17,7927,7,2,2,4867,5,116,3,380,111,32,9,4,5,1010,792,15813,1,2184,4,15,9,32,93,131,18,2,19840,31,1019,18,20,4,34918,5,4571987,12,22,35,800,36,3628,10,4,12,1,1320,5,16,3,9,2202,6,80,2,365,167,7333,274,956,283,6,17,14,111,4474,1089,40,58,1080,183,4,62,1,1,14,28,171,59,157,16,22,83,21,7,63,3,2,57,1333,69,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,239,357,17,16,16,3,56,11,7695,1380,23,2,4755,119,21,93,10,6,146,57,764,5,2,17,2161,1,4,242,31,246,49,127,27,133,4,17,15,3111,1564,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,757,6,10,8,26,7,255,60,82,134,65,81,71,18494,157,95,53,10,42,59,221,65,16,6,11,10,3,1431,39,65
2019-03-23T23:49:04.150Z,32,1790,19,19,8,16,7,8,113,3,2143,12455,3,11,18,11,53,17,3991,5,430,113,5,4,16,288,31,17,4,317,35,3,33,5,17,7940,7,2,2,4868,5,116,3,381,111,32,9,4,5,1010,792,15816,1,2184,4,15,9,32,93,131,18,2,19847,31,1019,18,20,4,34928,5,4574617,12,22,35,800,36,3629,10,4,12,1,1320,5,16,3,9,2204,6,80,2,365,167,7340,274,957,284,6,17,14,111,4476,1089,40,58,1082,183,4,63,1,1,14,28,171,59,158,16,22,83,21,7,63,3,2,57,1333,69,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,240,359,17,16,16,3,56,11,7699,1380,23,2,4767,119,21,93,10,6,146,57,764,5,2,17,2161,1,4,242,31,246,49,127,27,133,4,17,15,3112,1568,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,757,6,10,8,26,7,255,60,82,134,65,81,71,18516,157,95,53,10,42,59,221,65,16,6,11,10,3,1431,39,65
2019-03-23T23:53:01.765Z,32,1790,19,19,8,16,7,8,113,3,2143,12472,3,11,18,11,53,17,3991,5,430,113,5,4,16,288,32,17,4,317,35,3,33,5,17,7944,7,2,2,4868,5,116,3,381,111,32,9,4,5,1010,793,15818,1,2184,4,15,9,32,93,131,18,2,19850,31,1019,18,20,4,34930,5,4575805,12,22,35,800,36,3630,10,4,12,1,1321,5,16,3,9,2206,6,80,2,365,167,7343,274,957,284,6,17,14,111,4478,1089,40,58,1084,183,4,63,1,1,14,28,171,59,158,16,22,83,21,7,63,3,2,57,1333,70,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,240,359,17,16,16,3,57,11,7700,1380,23,2,4767,119,21,93,10,6,146,57,764,5,2,17,2161,1,4,242,31,246,49,127,27,133,4,17,15,3112,1570,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,758,6,10,8,26,7,255,60,82,134,65,81,71,18526,157,95,53,10,42,59,221,65,16,6,11,10,3,1431,39,65
2019-03-23T23:56:59.109Z,32,1790,19,19,8,16,7,8,113,3,2143,12484,3,11,18,11,53,17,3991,5,430,113,5,4,16,288,32,17,4,319,35,3,33,5,17,7949,7,2,2,4868,5,116,3,381,111,32,9,4,5,1010,793,15822,1,2184,4,15,9,32,93,131,18,2,19854,31,1019,18,20,4,34931,5,4577001,12,22,35,800,36,3630,10,4,12,1,1321,5,16,3,9,2211,6,80,2,365,167,7345,274,957,284,6,17,14,111,4479,1089,40,58,1086,183,4,63,1,1,14,28,171,59,158,16,22,83,21,7,63,3,2,57,1333,70,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,240,360,17,16,16,3,57,11,7701,1380,23,2,4771,119,21,94,10,6,146,57,764,5,2,17,2162,1,4,242,31,246,49,127,27,133,4,17,15,3112,1570,14,92,148,6,6,15,7,3,8,3,5,21,7,11,44,3,13,758,6,10,8,26,7,255,60,82,134,65,81,71,18531,157,95,53,10,42,59,221,65,16,6,11,10,3,1431,39,65
2019-03-24T00:04:54.358Z,32,1790,19,19,8,16,7,8,113,3,2143,12513,3,11,18,11,53,17,3992,5,430,113,5,4,16,288,33,17,4,319,35,3,33,5,17,7960,7,2,2,4868,5,116,3,381,111,32,9,4,5,1010,793,15828,1,2185,4,15,9,32,93,131,18,2,19856,31,1019,18,20,4,34934,5,4579195,12,22,35,800,36,3631,10,4,12,1,1321,5,16,3,9,2214,6,80,2,365,167,7346,274,957,284,6,17,14,111,4480,1089,40,59,1087,183,4,63,1,1,14,28,171,59,158,16,22,83,21,7,63,3,2,58,1333,70,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,241,361,17,16,16,3,57,11,7702,1380,23,2,4779,119,21,94,10,6,146,57,764,5,2,17,2163,1,4,242,31,246,49,127,27,133,4,17,15,3113,1576,14,92,149,6,6,15,7,3,8,3,5,21,7,11,44,3,13,758,6,10,8,26,7,255,60,82,134,65,81,71,18548,157,95,53,10,42,59,221,65,16,6,11,10,3,1431,39,65
2019-03-24T00:08:51.536Z,32,1790,19,19,8,16,7,8,113,3,2143,12527,3,11,18,11,53,17,3992,5,430,113,5,4,16,288,33,17,4,319,35,3,33,5,17,7963,7,2,2,4869,5,116,3,381,111,32,9,4,5,1010,793,15830,1,2185,4,15,9,32,93,131,18,2,19860,31,1019,18,20,4,34936,5,4580232,12,22,35,801,36,3631,10,4,12,1,1321,5,16,3,9,2214,6,80,2,365,167,7346,274,957,284,6,17,14,111,4480,1089,40,59,1089,183,4,63,1,1,14,28,171,59,158,16,22,83,21,7,63,3,2,58,1333,70,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,242,361,17,16,16,3,57,11,7702,1380,23,2,4784,119,21,94,10,6,146,57,764,5,2,17,2163,1,4,242,31,246,49,127,27,133,4,17,15,3113,1579,14,92,149,6,6,15,7,3,8,3,5,21,7,11,44,3,13,758,6,10,8,26,7,255,60,82,134,65,81,71,18555,157,95,53,10,42,59,221,65,16,6,11,10,3,1431,39,65
2019-03-24T00:12:49.129Z,32,1790,19,19,8,16,7,8,113,3,2143,12541,3,11,18,11,53,17,3994,5,430,113,5,4,16,288,34,18,4,319,35,3,33,5,17,7968,7,2,2,4869,5,116,3,382,111,32,9,4,5,1010,793,15831,1,2185,4,15,9,32,93,131,18,2,19861,31,1019,18,20,4,34941,5,4581223,12,22,35,801,36,3631,10,4,12,1,1321,5,16,3,9,2216,6,80,2,365,167,7347,274,957,284,6,17,14,112,4480,1089,40,59,1091,183,4,63,1,1,14,28,172,59,158,16,22,83,21,7,63,3,2,58,1333,70,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,242,361,17,16,16,3,57,11,7702,1380,23,2,4787,119,21,94,10,6,146,57,764,5,2,17,2163,1,4,242,31,246,49,127,27,133,4,17,15,3113,1581,14,92,149,6,6,15,7,3,8,3,5,21,7,11,44,3,13,759,6,10,8,26,7,255,60,82,134,65,81,71,18566,157,95,53,10,42,59,221,65,16,6,11,10,3,1431,39,65
2019-03-24T00:16:46.371Z,32,1791,19,19,8,16,7,8,114,3,2143,12550,3,11,18,11,53,17,3994,5,431,113,5,4,16,288,34,18,4,321,35,3,33,5,17,7975,7,2,2,4870,5,116,3,382,111,32,9,4,5,1010,794,15832,1,2185,4,15,9,32,93,131,18,2,19862,31,1019,18,20,4,34944,5,4582190,12,22,35,801,36,3631,10,4,12,1,1321,5,16,3,9,2219,6,80,2,365,167,7350,274,957,284,6,17,14,112,4480,1089,40,59,1092,183,4,63,1,1,14,28,172,59,158,16,22,83,21,7,63,3,2,58,1333,70,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,242,361,17,16,16,3,57,11,7704,1380,23,2,4794,119,21,94,10,6,146,57,764,5,2,17,2164,1,4,242,31,246,49,127,27,133,4,17,15,3114,1581,14,92,149,6,6,15,7,3,8,3,5,21,7,11,44,3,13,760,6,10,8,26,7,255,60,82,134,65,81,71,18573,157,95,53,10,42,61,221,65,16,6,11,10,3,1431,39,65
2019-03-24T00:24:40.443Z,32,1791,19,19,8,16,7,8,114,3,2146,12577,3,11,18,11,53,17,3994,5,431,113,5,4,16,288,34,18,4,321,35,3,33,5,17,7991,7,2,2,4871,5,116,3,384,111,32,9,4,5,1010,794,15836,1,2185,4,15,9,32,93,131,18,2,19865,31,1019,18,20,4,34946,5,4584023,12,22,35,802,36,3634,10,4,12,1,1321,5,16,3,9,2223,6,80,2,365,168,7352,274,958,284,6,17,14,112,4484,1090,40,59,1094,183,4,63,1,1,14,28,172,59,158,16,22,83,21,7,63,3,2,58,1333,70,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,243,362,17,16,16,3,57,11,7705,1380,23,2,4801,119,21,95,10,6,146,57,765,5,2,17,2166,1,4,242,31,246,49,127,27,133,4,17,15,3116,1584,14,92,149,6,6,15,7,3,8,3,5,21,7,11,44,3,13,761,6,10,8,26,7,255,60,82,134,65,81,71,18590,157,95,53,10,42,63,221,65,16,6,11,10,3,1431,39,65
2019-03-24T00:28:37.505Z,32,1791,19,19,8,16,7,8,114,3,2146,12588,3,11,18,11,53,17,3995,5,431,113,5,4,16,288,34,18,4,321,35,3,33,5,17,7996,7,2,2,4871,5,116,3,386,111,32,9,4,5,1010,794,15837,1,2185,4,15,9,32,93,131,18,2,19866,31,1019,18,20,4,34947,5,4584881,12,22,35,802,36,3634,10,4,12,1,1321,5,16,3,9,2227,6,80,2,365,168,7354,274,958,284,6,17,14,112,4484,1090,41,59,1094,183,4,63,1,1,14,28,172,59,158,16,22,83,21,7,63,3,2,58,1333,70,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,244,362,17,16,16,3,57,11,7707,1380,23,2,4805,119,21,95,10,6,146,57,765,5,2,17,2167,1,4,242,31,246,49,127,27,133,4,17,15,3116,1585,14,92,149,6,6,15,7,3,8,3,5,21,7,11,44,3,13,761,6,10,8,26,7,255,60,82,134,65,81,71,18599,157,95,53,10,42,63,221,65,16,6,11,10,3,1431,39,65
2019-03-24T00:32:34.560Z,32,1791,19,19,8,16,7,8,114,3,2146,12613,3,11,18,11,53,17,3995,5,431,113,5,4,16,289,34,18,4,321,35,3,33,5,17,8001,7,2,2,4871,5,116,3,387,111,32,9,4,5,1010,794,15839,1,2185,4,15,9,32,94,132,18,2,19868,31,1019,18,20,4,34949,5,4585697,12,22,35,802,36,3635,10,4,12,1,1321,5,16,3,9,2231,6,80,2,365,168,7356,274,958,284,6,17,14,112,4484,1090,41,59,1095,183,4,63,1,1,14,28,172,59,158,16,22,83,21,7,63,3,2,58,1333,70,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,244,362,17,16,16,3,57,11,7708,1380,23,2,4811,119,21,95,10,6,147,57,765,5,2,17,2167,1,4,242,31,246,49,127,27,133,4,17,15,3117,1587,14,93,149,6,6,15,7,3,8,3,5,21,7,11,44,3,13,762,6,10,8,26,7,255,60,82,134,65,81,71,18610,157,95,53,10,42,63,221,65,16,6,11,10,3,1431,39,65
2019-03-24T00:36:31.632Z,32,1792,19,19,8,16,7,8,114,3,2147,12626,3,11,18,11,53,17,3996,5,432,113,5,4,16,289,34,18,4,322,35,3,33,5,17,8010,7,2,2,4872,5,116,3,388,111,32,9,4,5,1010,794,15841,1,2185,4,15,9,32,94,132,18,2,19870,31,1019,18,20,4,34950,5,4586481,12,22,35,802,36,3635,10,4,12,1,1322,5,16,3,9,2232,6,80,2,365,168,7358,274,958,284,6,17,14,112,4486,1091,41,59,1095,183,4,63,1,1,14,28,172,59,158,16,22,83,21,7,63,3,2,58,1333,70,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,244,362,17,16,16,3,57,11,7709,1380,23,2,4815,119,21,95,10,6,147,57,765,5,2,17,2168,1,4,242,31,247,49,127,27,133,4,17,15,3117,1589,14,93,149,6,6,15,7,3,9,3,5,21,7,11,44,3,13,762,6,10,8,26,7,255,60,82,134,65,81,71,18622,157,95,53,11,42,63,221,65,16,6,11,10,3,1431,39,65
2019-03-24T00:44:25.690Z,32,1792,19,19,8,16,7,8,114,3,2148,12647,3,11,18,11,53,17,3996,5,433,113,5,4,16,289,34,18,4,323,36,3,33,5,17,8016,7,2,2,4874,5,116,3,389,112,32,9,4,5,1010,794,15845,1,2187,4,15,9,32,94,132,18,2,19873,31,1019,18,20,4,34952,5,4587902,12,22,35,802,36,3635,10,4,12,1,1322,5,16,3,9,2236,6,80,2,365,168,7358,274,958,284,6,17,14,112,4489,1091,41,59,1096,183,4,63,1,1,14,28,172,59,158,16,22,83,21,7,63,3,2,58,1333,71,8,45,120,6,7,9,8,2,16,4,39,10,24,10,1,11,759,52,8,39,244,362,17,16,16,3,57,11,7709,1380,23,2,4825,119,21,95,10,6,147,57,765,5,2,17,2169,1,4,242,31,247,49,127,27,133,4,17,15,3118,1592,14,93,149,6,6,15,7,3,9,3,5,21,7,11,44,3,13,763,6,10,8,26,7,255,61,82,134,65,81,71,18646,157,95,53,11,42,63,221,65,16,6,11,10,3,1431,39,65
