HJD,dmag,err
5726.66712,1.8515,0.0261
5726.67996,1.8471,0.0262
5726.69281,1.8773,0.0256
5726.70632,1.8383,0.0395
5726.72069,2.0616,0.0188
5726.73406,1.94,0.045
5726.74715,1.8558,0.026
5726.76027,1.9603,0.0323
5726.77954,1.8985,0.0295
5726.79259,1.7846,0.032
5726.80519,1.8207,0.0311
5726.82358,1.8731,0.03
5734.58884,2.1599,0.0247
5734.60585,2.1809,0.0243
5734.6543,2.1386,0.025
5734.67038,2.1563,0.0247
5734.68376,2.117,0.0254
5734.69753,2.2118,0.0272
5734.71487,2.1278,0.0252
5734.7314,2.1386,0.025
5734.74605,2.1278,0.0252
5734.76096,2.1599,0.0247
5734.77539,2.2422,0.02
5734.78953,2.1774,0.0209
5734.8038,2.1314,0.0215
5734.82537,2.1739,0.0244
5734.83824,2.1024,0.0256
5734.85513,2.1242,0.0289
5734.86795,2.1493,0.0284
5734.88289,2.1599,0.0282
5734.89431,2.2455,0.03
5735.64225,2.1878,0.0242
5735.65888,2.1634,0.0246
5735.67337,2.1913,0.0242
5735.68777,2.1809,0.0208
5735.70563,2.1843,0.0208
5735.72688,2.2422,0.02
5735.73816,2.1669,0.0175
5735.75078,2.1528,0.0177
5735.7682,2.1843,0.0173
5735.78496,2.2321,0.0202
5735.79963,2.1878,0.0208
5735.81442,2.3076,0.016
5735.83136,2.2588,0.0198
5735.84639,2.2152,0.0204
5735.86132,2.1278,0.0216
5735.87599,2.1061,0.0292
5735.89074,2.1878,0.0242
5736.50372,2.2455,0.0233
5736.51639,2.2186,0.0203
5736.52906,2.1599,0.0211
5736.54665,2.2719,0.0164
5736.55942,2.3267,0.0158
5736.57209,2.3393,0.0157
5736.58467,2.3267,0.0158
5736.59994,2.3044,0.016
5736.61421,2.3704,0.0123
5736.62897,2.3393,0.0126
5736.6437,2.3611,0.0124
5736.65634,2.2979,0.0129
5736.669,2.3298,0.0126
5736.68385,2.3012,0.0161
5736.69956,2.2915,0.0129
5736.72033,2.358,0.0124
5736.7387,2.3108,0.0128
5736.75556,2.3611,0.0124
5736.77963,2.3203,0.0159
5736.79508,2.2915,0.0162
5736.81079,2.3235,0.0159
5736.82664,2.3235,0.0159
5736.84219,2.3267,0.0158
5736.8579,2.3044,0.016
5736.87474,2.2254,0.0203
5736.88894,2.2288,0.0236
5737.50281,2.2915,0.0226
5737.51732,2.2882,0.0195
5737.5299,2.2719,0.0164
5737.54271,2.2254,0.0169
5737.55537,2.3361,0.0157
5737.56986,2.3455,0.0156
5737.59519,2.3704,0.0154
5737.60867,2.3611,0.0155
5737.62258,2.3611,0.0124
5737.63758,2.3887,0.0122
5737.65125,2.4009,0.0121
5737.66491,2.3642,0.0124
5737.69181,2.1739,0.014
5737.70536,2.3012,0.0161
5737.71945,2.3673,0.0154
5737.73197,2.3642,0.0124
5737.74616,2.3549,0.0124
5737.75884,2.3549,0.0155
5737.77258,2.3518,0.0156
5737.78534,2.3549,0.0155
5737.7995,2.3796,0.0153
5737.81932,2.3611,0.0155
5737.83178,2.3796,0.0153
5737.84513,2.3267,0.0158
5737.86057,2.1878,0.0208
5737.87329,2.2687,0.0197
5737.8858,2.2719,0.0197
5738.53271,2.4039,0.0151
5738.57217,2.4278,0.0149
5738.58478,2.2817,0.0163
5738.59813,2.2915,0.0162
5738.61285,2.3393,0.0157
5738.62561,2.3172,0.0159
5738.65127,2.4069,0.012
5738.6643,2.4009,0.0121
5738.69286,2.4099,0.012
5738.70571,2.4039,0.0121
5738.71851,2.4039,0.0121
5738.7324,2.2719,0.0131
5738.74526,2.4159,0.012
5738.75821,2.3948,0.0121
5739.49832,2.3673,0.0185
5739.51105,2.3704,0.0185
5739.52357,2.2979,0.0193
5739.53631,2.3393,0.0188
5739.54907,2.2979,0.0193
5739.56181,2.4039,0.0151
5739.57454,2.3642,0.0155
5739.58737,2.3235,0.019
5739.6024,2.4544,0.0146
5739.61514,2.4833,0.0144
5739.63835,2.4278,0.0149
5739.65112,2.4544,0.0146
5739.6823,2.3887,0.0183
5739.69644,2.3796,0.0184
5739.70903,2.6079,0.0133
5739.72177,2.3076,0.016
5739.73453,2.4189,0.0149
5739.74735,2.4397,0.0147
5739.76076,2.4689,0.0145
5739.77359,2.4338,0.0148
5739.78617,2.3393,0.0188
5739.80315,2.333,0.0189
5739.82086,2.3549,0.0187
5739.84101,2.3518,0.0187
5739.85659,2.3361,0.022
5739.87014,2.3267,0.0221
5740.49389,2.4249,0.0179
5740.51046,2.4219,0.0179
5740.52611,2.3361,0.0189
5740.54148,2.3393,0.022
5740.55518,2.4159,0.018
5740.5683,2.3765,0.0215
5740.58256,2.4249,0.0179
5740.61691,2.3108,0.0224
5740.62963,2.3978,0.0182
5740.64233,2.4009,0.0181
5740.65865,2.3267,0.019
5740.68361,2.4718,0.0145
5740.70602,2.4948,0.0143
5740.71953,2.4069,0.015
5740.73299,2.4805,0.0144
5740.74551,2.509,0.0141
5740.75925,2.3611,0.0155
5740.77187,2.3518,0.0156
5740.7904,2.5034,0.0142
5740.80396,2.4159,0.018
5740.81681,2.3673,0.0185
5740.82947,2.3765,0.0184
5740.84208,2.3948,0.0182
5740.85561,2.3948,0.0182
5740.87689,2.4397,0.0206
5741.49092,2.4544,0.0175
5741.50364,2.4602,0.0175
5741.51629,2.4099,0.018
5741.52914,2.5565,0.0138
5741.54187,2.5399,0.0139
5741.55555,2.5399,0.0139
5741.57441,2.3857,0.0183
5741.58705,2.3673,0.0154
5741.59971,2.5174,0.0141
5741.61222,2.4977,0.0142
5741.62494,2.5287,0.014
5741.63756,2.4249,0.0149
5741.65028,2.4338,0.0178
5741.67443,2.4948,0.0143
5741.69866,2.5454,0.0138
5741.71147,2.5343,0.0139
5741.72458,2.5231,0.014
5741.73769,2.5454,0.0138
5741.753,2.5509,0.0138
5741.76568,2.5287,0.014
5741.77862,2.5647,0.0137
5741.79141,2.581,0.0136
5741.80427,2.5315,0.014
5741.81692,2.5287,0.014
5741.82948,2.4129,0.018
5741.84226,2.5892,0.0135
5741.85486,2.5783,0.0136
5741.86765,2.5343,0.0112
5741.88104,2.5756,0.0136
5742.48781,2.5426,0.0166
5742.5013,2.4948,0.0171
5742.51669,2.5701,0.0164
5742.53049,2.5454,0.0138
5742.54428,2.4631,0.0175
5742.55988,2.5919,0.0135
5742.57285,2.4977,0.0142
5742.5854,2.5756,0.0136
5742.59813,2.4833,0.0172
5742.61079,2.5838,0.0135
5742.63389,2.5592,0.0137
5742.65722,2.6079,0.0107
5742.67261,2.6186,0.0133
5742.68574,2.5592,0.011
5742.69876,2.5972,0.0134
5742.71143,2.6026,0.0107
5742.72473,2.5756,0.0109
5742.73745,2.5999,0.0107
5742.74997,2.6026,0.0107
5742.76273,2.6159,0.0106
5742.77571,2.5946,0.0108
5742.78822,2.6026,0.0107
5742.80107,2.5865,0.0108
5742.8138,2.5865,0.0108
5742.82623,2.6106,0.0107
5742.84123,2.5919,0.0135
5742.85394,2.581,0.0136
5742.86651,2.5838,0.0135
5742.87895,2.6212,0.0133
5743.59555,2.5005,0.0171
5743.60993,2.4718,0.0174
5743.62238,2.5287,0.0168
5743.63502,2.5174,0.0169
5743.64783,2.5259,0.0168
5743.66187,2.4573,0.0175
5743.67564,2.5231,0.0168
5743.70125,2.6212,0.0133
5743.72319,2.6053,0.016
5743.73577,2.6475,0.0131
5743.7488,2.6553,0.013
5743.76134,2.6291,0.0132
5743.77392,2.6449,0.0131
5743.7866,2.6528,0.013
5743.7994,2.6318,0.0132
5743.81193,2.6862,0.0128
5743.82451,2.6683,0.0129
5743.83699,2.5482,0.0166
5743.84968,2.5592,0.0165
5743.86233,2.5647,0.0192
5743.87495,2.6106,0.0213
5744.49355,2.5592,0.0192
5744.50638,2.6265,0.0185
5744.51904,2.6397,0.0157
5744.53161,2.6683,0.0129
5744.54425,2.5783,0.0163
5744.55744,2.6812,0.0128
5744.5701,2.5838,0.0162
5744.58281,2.6186,0.0159
5744.59561,2.6371,0.0158
5744.60828,2.6079,0.016
5744.621,2.6265,0.0158
5744.63269,2.6553,0.013
5744.63428,2.7166,0.0126
5744.63592,2.6734,0.0129
5744.63759,2.6989,0.0127
5744.63928,2.6862,0.0128
5744.64411,2.6964,0.0127
5744.65033,2.6939,0.0127
5744.65193,2.6786,0.0128
5744.65355,2.7141,0.0126
5744.6552,2.7241,0.0125
5744.65688,2.7091,0.0126
5744.65858,2.7217,0.0125
5744.66849,2.7066,0.0126
5744.6829,2.7292,0.0125
5744.69629,2.6862,0.0128
5744.70932,2.6708,0.0129
5744.72067,2.7066,0.0126
5744.72541,2.6939,0.0127
5744.72996,2.7091,0.0126
5744.7346,2.7116,0.0126
5744.73803,2.6989,0.0127
5744.74105,2.7192,0.0125
5744.74409,2.6989,0.0127
5744.74716,2.7192,0.0125
5744.75014,2.7016,0.0127
5744.75755,2.6964,0.0127
5744.76547,2.7016,0.0127
5744.77242,2.7241,0.0125
5744.77849,2.7192,0.0125
5744.78713,2.7091,0.0126
5744.79323,2.7192,0.01
5744.80129,2.7192,0.0125
5744.81414,2.7416,0.0124
5744.83349,2.6344,0.0158
5744.8468,2.6397,0.0184
5744.85931,2.6026,0.0161
5744.87187,2.6606,0.0207
5744.87672,2.5972,0.0161
5745.48571,2.7366,0.0099
5745.49834,2.6812,0.0154
5745.5108,2.6734,0.0154
5745.52421,2.6888,0.0153
5745.53758,2.7441,0.0124
5745.55699,2.7366,0.0124
5745.57095,2.6501,0.0156
5745.58435,2.6708,0.0155
5745.59774,2.6344,0.0158
5745.61117,2.6657,0.0155
5745.62409,2.6786,0.0128
5745.63689,2.7735,0.0122
5745.65995,2.7928,0.0096
5745.68441,2.7832,0.0121
5745.69743,2.7928,0.0096
5745.71024,2.7711,0.0122
5745.72288,2.7539,0.0123
5745.73546,2.7588,0.0123
5745.7482,2.7662,0.0122
5745.76106,2.7391,0.0124
5745.77365,2.6475,0.0157
5745.78628,2.6528,0.0156
5745.79899,2.6606,0.0155
5745.81155,2.676,0.0154
5745.86461,2.6657,0.0155
5745.8747,2.7091,0.0151
5746.53927,2.8451,0.0094
5746.55661,2.8498,0.0117
5746.5656,2.8192,0.0119
5746.58156,2.8168,0.0119
5746.59405,2.8451,0.0117
5746.60653,2.8121,0.0119
5746.6192,2.7066,0.0126
5746.63195,2.8475,0.0117
5746.64719,2.8239,0.0118
5746.6747,2.7192,0.0125
5746.70061,2.7141,0.0151
5746.71316,2.8073,0.012
5746.72572,2.6913,0.0153
5746.73838,2.8263,0.0118
5746.75099,2.776,0.0146
5746.76345,2.8358,0.0118
5746.77598,2.8168,0.0119
5746.79335,2.7217,0.015
5746.80574,2.7342,0.0149
5746.81839,2.8263,0.0118
5746.8334,2.7217,0.015
5746.85153,2.7662,0.0147
5747.58273,2.7977,0.0144
5747.5969,2.8025,0.0144
5747.6111,2.7711,0.0171
5747.6261,2.8263,0.0142
5747.64034,2.7416,0.0149
5747.65594,2.8121,0.0143
5747.67214,2.8192,0.0142
5747.68682,2.8168,0.0166
5747.70121,2.8121,0.0143
5747.71537,2.8192,0.0142
5747.73001,2.8192,0.0166
5747.74494,2.7977,0.0144
5747.7595,2.8891,0.0114
5747.77417,2.8073,0.0143
5747.81128,2.8451,0.0141
5748.60171,2.9677,0.011
5748.61447,2.9389,0.0112
5748.62724,2.9566,0.0088
5748.65089,2.9699,0.0088
5748.66563,2.9654,0.0088
5748.6846,2.9522,0.0111
5748.73756,2.8475,0.014
5749.4987,2.9742,0.0132
5749.51148,3.0453,0.0106
5749.52394,2.9588,0.0133
5749.53655,3.0432,0.0106
5749.54908,3.0198,0.0107
5749.56191,3.0325,0.0107
5749.57442,3.0283,0.0107
5749.58689,3.0198,0.0086
5749.60128,3.0198,0.0107
5749.6139,3.0516,0.0084
5749.62692,3.0198,0.0086
5749.6506,2.983,0.0109
5749.66399,3.0283,0.0107
5749.67723,2.9455,0.0133
5749.69026,2.8914,0.0137
5749.70308,3.0432,0.0106
5749.71579,3.0516,0.0105
5749.72852,3.0003,0.0108
5749.74131,3.0241,0.0107
5749.754,3.0283,0.0107
5749.76691,2.9544,0.0111
5749.77983,3.0474,0.0106
5749.79354,2.9522,0.0133
5749.80619,2.9566,0.0133
5749.8196,2.996,0.013
5752.54302,3.3004,0.0094
5752.55557,3.3004,0.0094
5752.5683,3.2871,0.0095
5752.58088,3.289,0.0095
5752.59964,3.1885,0.0119
5752.61221,3.3004,0.0113
5752.63335,3.289,0.0095
5752.64989,3.306,0.0075
5752.66321,3.2871,0.0076
5752.68132,3.2662,0.0096
5752.70022,3.2777,0.0076
5752.7194,3.2966,0.0075
5752.73194,3.2795,0.0076
5752.74597,3.2814,0.0076
5752.75882,3.2909,0.0076
5752.77187,3.2985,0.0075
5753.47178,3.3891,0.0127
5753.48224,3.4053,0.0126
5753.4972,3.3488,0.0166
5753.51753,3.3927,0.0127
5753.5357,3.3891,0.0109
5753.55131,3.3945,0.0109
5753.56879,3.3154,0.0131
5753.58413,3.4143,0.009
5753.60188,3.4286,0.0089
5753.62201,3.3191,0.0149
5753.64069,3.4053,0.0108
5753.7079,3.4268,0.0071
5753.73566,3.4535,0.0106
5753.76618,3.3891,0.0109
5753.78339,3.499,0.0104
5753.79806,3.457,0.0106
5757.51153,3.9199,0.009
5757.51333,3.9438,0.0104
5757.52133,3.9453,0.0104
5757.5234,3.9734,0.0088
5757.52847,3.9734,0.0118
5757.53362,3.9646,0.0089
5759.7988,4.5024,0.0039
5759.80404,4.4894,0.0039
5759.81653,4.4752,0.0052
5759.82776,4.505,0.0039
5760.46213,4.7124,0.005
5760.47491,4.8375,0.0036
5760.48764,4.7248,0.0037
5760.50003,4.7248,0.0037
5760.51258,4.7359,0.0037
5760.52927,4.7408,0.0037
5760.55636,4.731,0.0037
5760.56902,4.7593,0.0037
5760.58185,4.7495,0.0037
5760.5945,4.7297,0.0037
5760.62005,4.7863,0.0037
5760.63805,4.7777,0.0037
5760.65077,4.7949,0.0037
5760.66865,4.79,0.0037
5760.68142,4.8132,0.0037
5760.69619,4.8071,0.0037
5760.72013,4.8157,0.0037
5760.73271,4.8242,0.0037
5760.7455,4.8278,0.0036
5760.75839,4.8339,0.0036
5760.77096,4.8351,0.0036
5760.78353,4.84,0.0036
5760.79605,4.846,0.0036
5760.80865,4.8436,0.0036
5760.82109,4.8678,0.0036
5761.48722,5.1611,0.0035
5761.50208,5.1842,0.0035
5761.51647,5.1784,0.0035
5761.53104,5.1854,0.0035
5761.54531,5.1992,0.0035
5761.55963,5.2154,0.0035
5761.58755,5.2154,0.0035
5761.61082,5.2326,0.0034
5761.62708,5.2636,0.0034
5762.48069,5.8146,0.0033
5762.4961,5.8146,0.0033
5762.50867,5.8342,0.0033
5762.52133,5.8353,0.0033
5762.53436,5.8569,0.0033
5762.54695,5.8646,0.0032
5762.55952,5.8894,0.0032
5762.57229,5.9024,0.0032
5762.58859,5.9143,0.0032
5762.60135,5.924,0.0032
5762.61391,5.9391,0.0032
5762.62696,5.9477,0.0032
5762.6403,5.9531,0.0032
5762.65316,5.9671,0.0032
5762.66672,5.9778,0.0032
5762.6904,5.9972,0.0032
5762.70293,6.0122,0.0032
5762.71586,6.0143,0.0032
5762.72862,6.0261,0.0032
5762.74477,6.0422,0.0032
5762.7643,6.0487,0.0032
5763.46826,6.3701,0.0032
5763.47161,6.3658,0.0032
5763.48422,6.3585,0.0032
5763.49377,6.3563,0.0032
5763.49898,6.3543,0.0032
5763.50501,6.3479,0.0032
5763.51371,6.3479,0.0032
5763.52198,6.3311,0.0032
5763.52883,6.3163,0.0032
5763.53642,6.3248,0.0032
5763.54297,6.31,0.0032
5763.55594,6.3047,0.0032
5763.56208,6.3026,0.0032
5763.57028,6.3037,0.0032
5763.57796,6.3047,0.0032
5763.58462,6.2741,0.0032
5763.60792,6.2825,0.0032
5763.61793,6.2815,0.0032
5763.64151,6.2677,0.0032
5763.64762,6.2593,0.0032
5763.65816,6.2466,0.0032
5763.67068,6.2455,0.0032
5763.68336,6.2381,0.0032
5763.69851,6.2318,0.0032
5763.71837,6.201,0.0032
5763.73095,6.1967,0.0032
5763.74346,6.1851,0.0032
5763.75607,6.1766,0.0032
5763.7689,6.1713,0.0032
5763.78147,6.1638,0.0032
5763.79417,6.1564,0.0032
5763.80776,6.1351,0.0032
5763.82038,6.1351,0.0032
5764.47605,5.5765,0.0033
5764.49387,5.5709,0.0033
5764.5068,5.5587,0.0033
5764.5201,5.5532,0.0033
5764.53347,5.5421,0.0033
5764.54662,5.5299,0.0033
5764.55985,5.5198,0.0033
5764.57341,5.5098,0.0033
5764.5872,5.4975,0.0033
5764.60225,5.4919,0.0034
5764.62265,5.4662,0.0034
5764.63543,5.4583,0.0034
5764.65016,5.4472,0.0034
5764.66416,5.446,0.0034
5764.68323,5.4325,0.0034
5764.69832,5.4134,0.0034
5764.71211,5.3942,0.0034
5764.72649,5.3864,0.0034
5764.74436,5.3988,0.0034
5764.77997,5.3773,0.0034
5765.46577,5.0136,0.0035
5765.47872,5.0065,0.0035
5765.49209,4.9994,0.0036
5765.50579,4.9911,0.0036
5765.52153,4.9816,0.0036
5765.53528,4.9721,0.0036
5765.54868,4.9745,0.0036
5765.57344,4.965,0.0036
5765.5979,4.9339,0.0036
5765.61176,4.9256,0.0036
5765.62913,4.8775,0.0036
5765.64427,4.9184,0.0036
5765.65774,4.9172,0.0036
5765.67254,4.9136,0.0036
5765.6874,4.9112,0.0036
5765.70196,4.904,0.0036
5765.71755,4.8968,0.0036
5765.73508,4.8919,0.0036
5765.74784,4.8871,0.0036
5765.76076,4.8775,0.0036
5766.46532,4.6236,0.0038
5766.47817,4.6211,0.0038
5766.49114,4.6122,0.0038
5766.50402,4.6008,0.0038
5766.51709,4.597,0.0038
5766.53072,4.6008,0.0038
5766.55838,4.5856,0.0038
5766.58151,4.5742,0.0038
5766.59499,4.5704,0.0038
5766.60806,4.5678,0.0038
5766.62137,4.5602,0.0038
5766.63436,4.5576,0.0038
5766.64891,4.5538,0.0038
5766.66207,4.5538,0.0038
5766.67517,4.5435,0.0038
5766.69037,4.5474,0.0038
5766.70328,4.5384,0.0038
5766.71982,4.532,0.0039
5766.7338,4.5384,0.0038
5766.74699,4.5088,0.0039
5767.46829,4.3246,0.0054
5767.48095,4.334,0.004
5767.49531,4.3206,0.004
5767.51208,4.3085,0.004
5767.52558,4.3138,0.004
5767.54089,4.3111,0.004
5767.55517,4.303,0.0041
5767.5685,4.3085,0.004
5767.58426,4.3098,0.004
5767.59885,4.2936,0.0041
5767.6291,4.2922,0.0041
5767.65213,4.2787,0.0041
5767.66705,4.2719,0.0041
5767.69301,4.2637,0.0041
5767.7081,4.28,0.0041
5767.72087,4.2773,0.0041
5767.73538,4.2555,0.0041
5767.74884,4.2596,0.0041
5767.76294,4.2528,0.0041
5767.77664,4.2541,0.0041
5767.79044,4.2541,0.0041
5767.80409,4.2308,0.0041
5768.46902,4.1094,0.0043
5768.48348,4.1136,0.0043
5768.49608,4.1094,0.0043
5768.50933,4.0951,0.0043
5768.52331,4.1008,0.0043
5768.54737,4.0909,0.0043
5768.56969,4.0794,0.0043
5768.58383,4.0794,0.0043
5768.59742,4.0794,0.0043
5768.6125,4.0651,0.0043
5768.63069,4.0708,0.0043
5768.6451,4.0723,0.0043
5768.65917,4.0694,0.0043
5768.6753,4.078,0.0043
5768.69285,4.0622,0.0043
5768.70931,4.0579,0.0043
5768.72221,4.0493,0.0043
5768.7354,4.0421,0.0043
5768.74962,4.0406,0.0043
5768.76301,4.0305,0.0044
5768.77567,4.0377,0.0043
5768.78831,4.0522,0.0043
5768.80114,4.0392,0.0043
5769.46919,3.9034,0.006
5769.48241,3.9244,0.0045
5769.49601,3.9184,0.0045
5769.50864,3.9139,0.0045
5769.52458,3.9094,0.0045
5769.53719,3.9124,0.0045
5769.56259,3.9064,0.0045
5769.57736,3.9199,0.0045
5769.5923,3.8928,0.0045
5769.62038,3.8973,0.0045
5769.6331,3.8822,0.0046
5769.65963,3.8868,0.0045
5769.67354,3.8853,0.0045
5769.68976,3.8624,0.0046
5769.70913,3.8685,0.0046
5769.72244,3.8563,0.0046
5769.73718,3.8685,0.0046
5769.7515,3.8716,0.0046
5769.76463,3.8701,0.0046
5769.78233,3.8837,0.0061
5770.65205,3.6962,0.0065
5770.66562,3.7331,0.0064
5770.72216,3.7107,0.0048
5770.73676,3.7123,0.0048
5770.74956,3.7075,0.0064
5770.76362,3.7139,0.0064
5775.5512,3.0622,0.0126
5775.59189,3.1526,0.0101
5775.60483,3.1825,0.0099
5775.61804,3.0789,0.0125
5775.63462,3.1726,0.01
5775.67019,3.1606,0.008
5775.69524,3.1586,0.008
5776.52477,2.9917,0.013
5776.53725,2.996,0.013
5776.55566,3.0411,0.0127
5776.58606,3.0003,0.013
5776.60448,2.9389,0.0134
5776.61972,3.0559,0.0105
5776.63261,3.0852,0.0104
5776.6455,3.0559,0.0105
5776.68552,3.0726,0.0104
5776.70079,3.1017,0.0103
5776.72019,2.996,0.013
5776.7349,3.0133,0.0129
5776.74904,2.9852,0.0131
5777.47553,3.0261,0.0085
5777.48957,3.0347,0.0085
5777.50353,3.0176,0.0086
5777.52003,3.0304,0.0085
5777.53973,3.0154,0.0086
5777.5535,3.0347,0.0085
5777.57209,3.0325,0.0085
5777.58622,3.0176,0.0086
5777.62965,3.0133,0.0086
5777.6525,3.0176,0.0086
5777.66641,3.0368,0.0085
5777.68999,2.9852,0.0087
5777.70259,2.9982,0.0087
5777.71702,2.9852,0.0087
5777.75462,2.9939,0.0087
5777.76742,2.9939,0.0087
5778.47307,2.8451,0.0141
5778.48721,2.8937,0.016
5778.50025,2.8168,0.0143
5778.5246,2.9164,0.0113
5778.53924,2.8334,0.0141
5778.55671,2.8707,0.0139
5778.57047,2.9742,0.011
5778.59144,2.9566,0.0111
5778.60501,2.9366,0.0112
5778.61924,2.9276,0.0112
5779.57959,2.8707,0.0092
5779.59506,2.8521,0.0093
5779.60865,2.8777,0.0092
5779.62513,2.8684,0.0093
5779.63899,2.8638,0.0093
5779.6549,2.8381,0.0118
5779.67937,2.8521,0.0117
5779.69354,2.8707,0.0116
5779.70743,2.8591,0.0116
5779.72034,2.8982,0.0114
5779.73811,2.8286,0.0118
5779.7518,2.831,0.0118
5784.49996,2.5675,0.0219
5784.58973,2.5701,0.0136
5784.70422,2.5865,0.0216
5785.46958,2.4278,0.0238
5785.48337,2.5287,0.0196
5785.51382,2.4338,0.0207
5785.53351,2.4278,0.0208
5785.55441,2.4919,0.02
5785.57417,2.4631,0.0204
5785.58601,2.4514,0.0176
5785.60545,2.4278,0.0208
5785.6207,2.4159,0.018
5785.63515,2.4456,0.0176
5785.64989,2.4099,0.021
5785.66307,2.4189,0.0179
5785.67616,2.4338,0.0178
5785.69216,2.4718,0.0203
5785.70494,2.4249,0.0208
5785.71795,2.4456,0.0235
5786.47257,2.3796,0.0245
5786.48728,2.4099,0.027
5786.51686,2.3487,0.025
5786.54938,2.3948,0.0212
5786.5642,2.4009,0.0211
5786.57905,2.3796,0.0214
5786.59369,2.4948,0.0171
5786.60872,2.4039,0.0181
5786.62331,2.4891,0.0172
5786.63677,2.5174,0.0141
5786.65138,2.3487,0.0187
5786.66587,2.4977,0.0171
5786.69066,2.358,0.0217
5786.7067,2.5592,0.0192
5786.72277,2.3298,0.0221
5786.73768,2.4009,0.0211
5787.47189,2.3267,0.019
5787.48496,2.4977,0.0142
5787.51399,2.4426,0.0147
5787.54276,2.4219,0.0149
5787.55605,2.4833,0.0144
5787.57249,2.4544,0.0146
5787.58512,2.4718,0.0145
5787.60033,2.4776,0.0144
5787.61526,2.4602,0.0146
5787.63053,2.4456,0.0147
5787.64302,2.5005,0.0142
5787.65603,2.509,0.0141
5787.6695,2.4514,0.0146
5787.68436,2.2752,0.0196
5787.69889,2.4039,0.0181
5787.71521,2.3857,0.0183
5787.73302,2.3948,0.0212
5787.74313,2.3857,0.0214
5788.47071,2.3765,0.0245
5788.49005,2.3203,0.0191
5788.50285,2.3361,0.0189
5788.52611,2.3393,0.0188
5788.55333,2.3424,0.0188
5788.56706,2.2947,0.0194
5788.5803,2.3393,0.0188
5788.59328,2.3044,0.0193
5788.60581,2.3044,0.0193
5788.61861,2.4278,0.0149
5788.63408,2.3267,0.019
5788.64758,2.4278,0.0149
5788.66127,2.3642,0.0185
5788.67482,2.3948,0.0212
5788.68849,2.314,0.0223
5788.70494,2.3172,0.0287
5788.71857,2.2882,0.0292
5788.73159,2.2817,0.026
5788.74268,2.4367,0.0207
5790.47166,2.2785,0.0261
5790.48444,2.2555,0.0199
5790.50644,2.285,0.0195
5790.51909,2.2687,0.0197
5790.53286,2.2621,0.0198
5790.55824,2.2621,0.0231
5790.57119,2.2084,0.0239
5790.58622,2.2817,0.0195
5790.59907,2.222,0.0203
5790.6129,2.3455,0.0188
5790.62544,2.314,0.0223
5790.63799,2.2785,0.0196
5790.65359,2.205,0.0205
5790.66634,2.2422,0.02
5790.67907,2.2555,0.0199
5790.69376,2.2621,0.0165
5790.70661,2.2522,0.0199
5790.71924,2.205,0.0205
5790.73196,2.2588,0.0198
5791.47283,2.2522,0.0265
5791.48697,2.222,0.0203
5791.50985,2.1634,0.0211
5791.52288,2.1704,0.0245
5791.56303,2.1809,0.0208
5791.61187,2.1843,0.0208
5793.47296,2.1386,0.0286
5793.48793,2.1457,0.0213
5793.51313,2.0914,0.0221
5793.53715,2.2817,0.0195
5793.55332,2.135,0.0179
5793.56627,2.1774,0.0209
5793.58029,2.1386,0.0214
5793.59302,2.2016,0.0206
5793.60852,2.1242,0.0216
5793.62108,2.1457,0.0213
5793.63419,2.1206,0.0217
5793.64707,2.1878,0.0208
5793.6598,2.1386,0.0179
5793.67341,2.1386,0.0214
5793.68608,2.2186,0.0203
5793.70114,2.1704,0.021
5793.71372,2.1278,0.0216
5793.72787,2.1947,0.0276
5794.47195,2.084,0.0259
5794.48776,2.0987,0.0257
5794.50179,2.0691,0.0262
5794.53108,2.0987,0.022
5794.55573,2.117,0.0218
5794.56902,2.0951,0.0221
5794.58431,2.1206,0.0217
5794.59735,2.1314,0.0251
5794.61017,2.0914,0.0221
5794.62296,2.1061,0.0219
5794.63843,2.1528,0.0212
5794.65207,2.084,0.0222
5794.67054,2.1242,0.0216
5794.68395,2.1422,0.0178
5794.69891,2.0877,0.0222
5794.71934,2.1947,0.0207
5795.52391,2.0388,0.0306
5795.53833,2.0766,0.0261
5795.56534,2.1061,0.0256
5795.58279,2.004,0.0274
5795.60821,1.9724,0.036
5795.62672,2.0273,0.027
5795.63911,2.1206,0.0217
5795.6951,2.0766,0.0224
5795.70847,2.0312,0.0269
5795.72239,2.0001,0.0275
5795.73217,2.0766,0.0261
5796.47497,2.0616,0.0226
5796.49898,2.0196,0.0232
5796.51242,2.0578,0.0189
5796.52623,2.0465,0.0228
5796.56439,2.0728,0.0261
5796.58199,2.0987,0.0257
5796.59492,2.0503,0.0228
5796.60773,2.0653,0.0188
5796.62105,2.0196,0.0232
5796.63385,2.0273,0.0193
5796.64782,2.0235,0.0232
5796.66235,2.004,0.0235
5796.6752,2.0578,0.0264
5796.69088,2.0803,0.026
5796.70385,2.0578,0.0264
5796.71718,2.0951,0.0368
5798.67222,1.9482,0.0325
5798.68484,1.9277,0.0371
5799.48515,2.0001,0.0196
5801.47833,1.94,0.0286
5801.50286,1.8901,0.0254
5801.5301,1.9684,0.0281
5801.54297,1.9236,0.029
5801.5558,1.9028,0.0294
5801.56937,1.9318,0.0288
5801.58192,1.8645,0.0302
5801.59486,1.9523,0.0243
5801.6075,1.9236,0.029
5801.62004,1.8515,0.0305
5801.63283,1.8558,0.0304
5801.64875,1.9111,0.025
5801.66143,1.9563,0.0283
