HJD,dmag,err
5702.22189,1.5588,0.16
5702.23291,1.7995,0.1244
5702.24392,1.4078,0.1933
5702.25394,1.4533,0.1853
5702.26394,1.7507,0.1137
5702.27496,1.5156,0.174
5702.28598,1.4193,0.2341
5702.29599,1.874,0.3318
5702.86851,1.2892,0.1901
5702.86974,1.7167,0.112
5702.91483,1.839,0.1041
5702.92918,1.5409,0.1242
5702.94153,1.3345,0.1395
5702.95509,1.2727,0.1554
5702.96821,1.4839,0.1243
5702.98177,1.3016,0.1422
5702.99781,1.4769,0.1356
5703.01466,1.3137,0.1255
5703.02824,1.5981,0.0833
5703.04304,1.3473,0.108
5703.05662,1.5553,0.07
5703.06894,1.4739,0.0676
5703.08498,1.3757,0.0659
5703.09978,1.4033,0.0709
5703.11291,1.4779,0.0635
5703.12647,1.536,0.0532
5703.14128,1.4727,0.0648
5703.15482,1.3626,0.0535
5703.17344,1.407,0.0554
5703.18701,1.3876,0.0545
5703.20057,1.4705,0.0599
5703.21415,1.4869,0.0608
5703.22775,1.4523,0.0834
5703.24256,1.2773,0.0716
5703.25734,1.4513,0.0847
5703.27213,1.2997,0.0636
5703.28569,1.2895,0.1172
5703.88939,1.6387,0.1241
5703.90083,1.4052,0.0846
5703.91565,1.4653,0.0962
5703.92921,1.5555,0.0967
5703.94154,1.1361,0.2566
5704.85837,1.7253,0.1034
5704.88307,1.4812,0.0699
5704.89664,1.3563,0.805
5704.90897,1.3966,0.0622
5704.925,1.5881,0.0479
5704.9398,1.5024,0.0576
5704.9546,1.6075,0.0437
5704.96942,1.492,0.0548
5704.98299,1.4465,0.0518
5704.99531,1.5418,0.0646
5705.05332,1.4175,0.0885
5705.06812,1.5258,0.0515
5705.08168,1.4128,0.0629
5705.09654,1.4779,0.0615
5705.11134,1.5264,0.1698
5705.12368,1.615,0.0792
5705.14226,1.2821,0.084
5705.15965,1.4618,0.0661
5705.1732,1.281,0.0763
5705.18801,1.252,0.0867
5705.20158,1.2907,0.1415
5705.21391,1.3662,0.2297
5706.21871,1.2632,0.164
5706.23352,1.5106,0.1321
5706.2471,0.9808,0.3001
5706.25327,0.9455,0.2288
5706.25574,1.3664,0.1164
5706.26561,1.4159,0.1102
5706.27917,1.2184,0.1883
5706.29151,1.0766,0.221
5706.88182,1.3246,0.2391
5706.89662,1.6235,0.0705
5706.89785,1.5897,0.0791
5708.9614,1.3864,0.0968
5708.97523,1.3956,0.1399
5708.98756,1.3939,0.1017
5709.01403,1.2887,0.1155
5709.02637,1.2036,0.152
5709.2823,1.2324,0.1713
5709.84395,1.5793,0.1233
5709.85134,1.6691,0.0775
5709.85998,1.6876,0.0707
5709.87355,1.4375,0.0768
5709.88588,1.6296,0.0597
5709.89821,1.6869,0.0376
5709.91178,1.5826,0.0503
5709.92535,1.5735,0.0472
5709.93768,1.6226,0.0517
5709.95126,1.5229,0.0543
5709.9636,1.6205,0.0401
5709.97593,1.6558,0.0565
5709.98948,1.5646,0.0467
5710.00304,1.684,0.0457
5710.01537,1.6423,0.0415
5710.02894,1.6422,0.0364
5710.04128,1.6554,0.0441
5710.12932,1.5462,0.0389
5710.13056,1.5138,0.0498
5710.14043,1.711,0.0452
5710.14166,1.5935,0.0471
5710.14518,1.6032,0.0521
5710.14765,1.6572,0.0363
5710.15273,1.5924,0.038
5710.15519,1.5966,0.0406
5710.15765,1.5653,0.0437
5710.16013,1.5217,0.0439
5710.1626,1.6659,0.0427
5710.16507,1.5615,0.0389
5710.16754,1.6388,0.0361
5710.17,1.6181,0.036
5710.17247,1.4706,0.0493
5710.17495,1.5966,0.0417
5710.17742,1.6048,0.043
5710.17988,1.5158,0.0435
5710.18235,1.5666,0.0391
5710.18482,1.5325,0.0433
5710.18729,1.4898,0.0472
5710.18976,1.58,0.049
5710.19222,1.6134,0.0498
5710.19468,1.5789,0.0421
5710.19715,1.5762,0.0468
5710.19961,1.5699,0.0514
5710.20208,1.4411,0.0692
5710.20455,1.3254,0.0873
5710.20701,1.5092,0.0525
5710.20948,1.5044,0.0671
5710.21194,1.4814,0.0701
5710.2144,1.3595,0.0908
5710.21687,1.4929,0.075
5710.21933,1.5466,0.0661
5710.22179,1.2982,0.0756
5710.22426,1.4675,0.067
5710.22672,1.5132,0.0565
5710.22919,1.5592,0.0597
5710.23167,1.3131,0.0888
5710.23414,1.5371,0.0614
5710.2366,1.5709,0.052
5710.23908,1.4389,0.074
5710.24155,1.5541,0.0595
5710.24402,1.5062,0.059
5710.24525,1.4026,0.0735
5710.24772,1.399,0.0895
5710.25018,1.4942,0.0555
5710.25265,1.4675,0.1331
5710.25517,1.6174,0.0491
5710.25762,1.3886,0.07
5710.2601,1.4776,0.0736
5710.26256,1.4005,0.0792
5710.26502,1.6555,0.0621
5710.26749,1.3916,0.0926
5710.26996,1.6214,0.0565
5710.27242,1.3944,0.0729
5710.27489,1.5515,0.0628
5710.27735,1.5148,0.0648
5710.27982,1.4885,0.0656
5710.28229,1.4044,0.0796
5710.28476,1.4061,0.0801
5710.28723,1.6992,0.059
5710.2897,1.5448,0.2892
5710.29216,-1.7046,35.5076
5710.29463,3.9672,0.5698
5710.87295,0.2328,0.9682
5710.90995,0.5433,1.5989
5710.91736,1.4438,0.5982
5710.92106,1.3581,0.3546
5710.92846,1.1338,0.4674
5710.93216,1.5581,0.4459
5710.94079,1.6519,0.419
5710.94449,-0.2985,2.6641
5710.94819,1.8284,0.2423
5710.95189,1.5681,0.1485
5710.95559,1.4046,0.335
5710.95929,1.412,0.18
5710.96668,1.2594,0.3547
5710.97285,1.6734,0.1778
5710.98395,1.4557,0.4196
5710.99134,1.8637,0.8136
5710.99873,0.8555,0.8868
5711.00243,0.7671,1.3295
5711.00614,-2.1912,14.9013
5711.01722,1.1218,0.8523
5711.02833,0.4714,0.8679
5711.03203,1.4714,0.3559
5711.08908,0.4085,0.5213
5711.09401,1.3098,0.1682
5711.09771,0.0851,0.8283
5711.1014,1.2666,0.3148
5711.1051,1.7558,0.3491
5711.1088,1.0246,0.3916
5711.11251,0.346,0.8273
5711.11751,1.2292,0.3224
5711.12121,1.4681,0.208
5711.12491,1.2052,0.1827
5711.1485,1.0134,0.4573
5711.1522,0.706,0.4216
5711.15859,1.2863,0.1552
5711.16229,1.588,0.0939
5711.16598,1.5495,0.0819
5711.16969,1.6207,0.105
5711.17339,1.5416,0.0618
5711.1771,1.4739,0.0945
5711.1808,1.474,0.117
5711.18449,1.2362,0.1233
5711.18819,1.3927,0.086
5711.19188,1.226,0.0954
5711.19558,1.3979,0.0856
5711.19929,1.0297,0.1815
5711.20303,1.2431,0.1037
5711.20673,1.5248,0.08
5711.21044,1.388,0.1126
5711.21415,1.1232,0.1896
5711.21908,-0.7147,1.2408
5711.22277,1.3238,0.1829
5711.22648,1.1318,0.1525
5711.23018,1.3223,0.083
5711.23388,1.4207,0.1118
5711.23757,1.1542,0.1819
5711.24128,0.9139,0.165
5711.24498,1.1327,0.1757
5711.24868,1.5952,0.0713
5711.25238,1.1479,0.1474
5711.25608,1.3768,0.0927
5711.25978,1.2364,0.1451
5711.26348,1.5504,0.0884
5711.26717,1.3434,0.121
5711.27086,1.3073,0.1286
5711.27455,0.9944,0.2465
5711.27827,1.6117,0.0839
5711.28197,1.3405,0.0948
5711.28568,1.6219,0.1348
5711.28937,1.1723,0.241
5711.29307,0.7018,0.6001
5711.8479,1.7481,0.0751
5711.85159,1.7898,0.0619
5711.86022,1.5892,0.1177
5711.87131,1.1176,0.1808
5711.87871,1.3542,0.1042
5711.87994,1.4606,0.1127
5711.88735,1.417,0.0993
5711.89228,1.5763,0.0783
5711.89721,1.479,0.0772
5711.90214,1.7134,0.0587
5711.90707,1.645,0.0559
5711.91201,1.5111,0.0645
5711.91572,1.6733,0.0578
5711.92064,1.6576,0.0453
5711.92557,1.6491,0.0499
5711.93175,1.5777,0.0479
5711.93667,1.5969,0.0479
5711.9416,1.7616,0.0359
5711.94654,1.584,0.0506
5711.95147,1.7088,0.0435
5711.95639,1.6533,0.0382
5711.96012,1.7104,0.039
5711.96504,1.7005,0.0416
5711.97245,1.5904,0.0351
5711.97615,1.6078,0.042
5711.98108,1.6704,0.0369
5711.98601,1.647,0.0413
5711.99094,1.6759,0.0385
5711.99587,1.6687,0.0426
5712.0008,1.696,0.0333
5712.00451,1.5822,0.0386
5712.00944,1.6843,0.0383
5712.01437,1.6425,0.0407
5712.02055,1.7088,0.0424
5712.02548,1.551,0.0482
5712.03041,1.6113,0.043
5712.03534,1.6273,0.039
5712.04026,1.5852,0.0436
5712.04519,1.6197,0.0341
5712.04889,1.6504,0.0392
5712.05381,1.6592,0.0453
5712.06121,1.5914,0.0372
5712.06491,1.581,0.0373
5712.08721,1.6377,0.0404
5712.10201,1.598,0.0388
5712.12304,1.5861,0.0451
5712.13661,1.5415,0.0472
5712.15016,1.7026,0.0353
5712.17498,1.5505,0.0479
5712.18977,1.6387,0.0485
5712.2021,1.698,0.0385
5712.21321,1.6267,0.0403
5712.22678,1.6119,0.0348
5712.24898,1.6123,0.044
5712.26255,1.4592,0.0559
5712.27489,1.5495,0.0539
5712.28598,1.5408,0.0574
5712.89858,1.2341,0.298
5712.92695,0.8402,0.5393
5712.94053,1.492,0.3006
5712.95286,1.9643,0.1346
5712.96396,1.6556,0.0678
5712.97752,1.784,0.0499
5712.99234,1.2216,0.2696
5713.03479,1.6851,0.065
5713.04836,1.488,0.1716
5713.0607,1.709,0.0523
5713.0718,1.4492,0.0789
5713.08536,1.4669,0.1953
5713.0977,1.4537,0.4457
5713.11002,0.1427,2.0382
5713.23992,1.7837,0.0858
5713.25101,1.5608,0.3242
5713.26457,1.1069,0.8206
5713.27691,1.3815,0.127
5713.28801,2.2493,0.7468
5713.8459,1.6267,0.0777
5713.8496,1.9457,0.0601
5713.85576,1.8123,0.0618
5713.85699,1.7895,0.0584
5713.86069,1.746,0.0603
5713.87056,1.6672,0.0772
5713.88586,1.6446,0.0601
5713.89696,1.6102,0.0594
5713.90808,1.7013,0.0425
5713.92041,1.5717,0.0486
5713.9315,1.6203,0.0456
5713.9426,1.7037,0.0377
5713.95493,1.6729,0.0431
5713.96603,1.738,0.0426
5713.97714,1.6793,0.0429
5713.98947,1.6776,0.0457
5714.00056,1.7936,0.0429
5714.01166,1.6301,0.0516
5714.02398,1.719,0.0855
5714.03509,1.7079,0.0603
5714.04619,1.7086,0.0375
5714.05853,1.7575,0.0594
5714.06962,1.7656,0.0691
5714.08072,1.7074,0.0607
5714.09305,1.7701,0.0551
5714.10541,1.7697,0.0627
5714.11651,1.6801,0.0489
5714.12887,1.7431,0.0434
5714.14504,1.6597,0.0456
5714.15862,1.6187,0.0492
5714.17094,1.6783,0.0421
5714.18204,1.605,0.0527
5714.19315,1.7263,0.0339
5714.20549,1.7807,0.0366
5714.21659,1.5951,0.0414
5714.22768,1.6418,0.0503
5714.24002,1.6253,0.0505
5714.25114,1.6236,0.0505
5714.26224,1.7017,0.0411
5714.27456,1.6691,0.0441
5714.28565,1.7217,0.0442
5714.29676,1.5723,0.1258
5714.8408,1.8717,0.1053
5714.8445,2.0263,0.0657
5714.85314,1.7532,0.094
5714.86303,1.8083,0.0543
5714.88296,1.7568,0.0523
5714.89529,1.7482,0.054
5714.90763,1.6832,0.0593
5714.91998,1.7523,0.0481
5714.93232,1.7349,0.05
5714.94343,1.8012,0.0465
5714.95699,1.7766,0.0425
5714.96934,1.7082,0.058
5714.98167,1.7089,0.0484
5714.99401,1.7077,0.0449
5715.00635,1.6725,0.0415
5715.01754,1.7721,0.0371
5715.03235,1.7836,0.0564
5715.0459,1.7315,0.059
5715.05822,1.8352,0.0559
5715.07179,1.5071,0.0679
5715.08536,1.698,0.044
5715.09771,1.7581,0.0483
5715.11627,1.5825,0.0675
5715.13245,1.7085,0.058
5715.14479,1.7101,0.0517
5715.15835,1.7193,0.0533
5715.17192,1.6326,0.0481
5715.18425,1.67,0.0466
5715.19905,1.7047,0.0314
5715.21262,1.7415,0.0441
5715.22494,1.572,0.0536
5715.23854,1.709,0.0443
5715.25212,1.691,0.0661
5715.26445,1.6659,0.0708
5715.27925,1.6689,0.1183
5715.29282,1.9206,0.2418
5716.89216,2.2552,0.2257
5716.90695,1.6084,0.2717
5718.91736,1.1308,0.2714
5718.94536,1.5365,0.0963
5718.96064,1.7155,0.1771
5718.97174,1.3318,1.9335
5718.99062,1.7464,0.0589
5719.00172,1.7622,0.0604
5719.01281,1.8145,0.0508
5719.02469,1.8389,0.1185
5719.03579,1.6758,0.0563
5719.0469,1.7688,0.0369
5719.05924,1.6939,0.06
5719.0728,1.7113,0.049
5719.08389,1.4641,0.0756
5719.09629,1.6018,0.0623
5719.10869,1.7119,0.0637
5719.11978,1.7265,0.0564
5719.13211,1.6688,0.0485
5719.14582,0.7679,1.609
5719.15691,1.7114,0.0507
5719.16924,1.7438,0.0566
5719.18034,1.5194,0.1174
5719.19144,1.6731,0.0592
5719.20379,1.7117,0.0513
5719.21489,1.6347,0.0844
5719.22847,1.7166,0.0552
5719.24081,1.4645,0.0881
5719.25192,1.6237,0.0805
5719.26302,1.3489,0.1201
5719.27535,1.8275,0.0628
5719.28644,1.6121,0.1076
5719.30125,1.8165,0.1469
5719.92295,1.7981,0.0362
5719.93528,1.7815,0.0403
5719.94637,1.8491,0.0345
5719.95871,1.8097,0.0414
5719.96982,1.7152,0.196
5719.98091,1.3236,0.2359
5719.99546,1.8218,0.0302
5720.00658,1.8304,0.0342
5720.01769,1.9864,0.1236
5720.03247,1.9102,0.0827
5720.04358,1.6941,0.0882
5720.05471,1.7237,0.0836
5720.06705,1.7157,0.0939
5720.08062,1.7658,0.0435
5720.09295,1.7922,0.0481
5720.10528,1.8452,0.0298
5720.11899,1.8221,0.0509
5720.82337,1.9305,0.1655
5722.91785,1.8615,0.4101
5722.92799,1.8676,0.0449
5722.93909,2.0336,0.0555
5722.95018,1.751,0.1646
5722.96252,1.72,0.2962
5723.08798,1.8272,0.0541
5723.10155,1.8452,0.0457
5723.1516,1.8727,0.2016
5723.1627,1.9098,0.2532
5723.1989,1.8993,0.0513
5723.21246,1.8057,0.0905
5723.22726,1.6719,0.1342
5723.24084,1.9479,0.1101
5723.25195,2.1337,0.1239
5723.26304,1.8755,0.1172
5723.27687,1.4455,0.2481
5723.28796,1.6909,0.1955
5723.29905,2.0232,0.0895
5723.93172,1.8083,0.1296
5723.94405,1.5794,0.5123
5723.95516,1.7699,0.1267
5723.96749,1.8691,0.126
5723.9786,1.7838,0.1342
5723.98971,1.9348,0.2591
5724.00328,1.8238,0.1099
5724.01441,1.7596,0.1377
5724.0255,1.8393,0.0976
5724.03784,1.809,0.0738
5724.04894,1.9766,0.074
5724.06004,1.8109,0.0827
5724.07238,1.7604,0.1308
5724.08737,1.8859,0.0901
5724.09846,1.7889,0.1174
5724.11081,1.965,0.0775
5724.12461,1.8424,0.1062
5724.13571,1.8755,0.0933
5724.14805,1.9003,0.0666
5724.15915,1.9421,0.0632
5724.17024,1.8569,0.0649
5724.18261,1.9115,0.0482
5724.19372,1.9445,0.042
5724.20481,1.8725,0.0688
5724.21715,1.912,0.0581
5724.22827,1.8395,0.0758
5724.23937,1.8758,0.0646
5724.25169,2.0141,0.0901
5724.26279,1.9797,0.1074
5724.27391,1.9461,0.1503
5724.28624,1.6481,0.2427
5724.29734,2.3248,0.2226
5725.09538,1.8732,0.0665
5725.10648,1.9502,0.0547
5725.11759,1.9556,0.0531
5725.12995,2.0023,0.0555
5725.14105,1.8835,0.0548
5725.15214,1.8758,0.0452
5725.16448,1.958,0.0577
5725.17929,1.9563,0.053
5725.1904,1.8513,0.0821
5725.20272,1.9106,0.0433
5725.21383,1.8175,0.0573
5725.22493,1.7471,0.0756
5725.23726,1.9226,0.05
5725.24837,0.5714,0.4577
5725.25947,1.5098,0.1294
5725.28291,1.7725,0.1191
5725.294,1.5417,0.1615
5725.81464,1.8096,0.1324
5725.82365,2.0061,0.1223
5725.83267,1.9966,0.0665
5725.8427,2.1495,0.0859
5725.85171,1.9983,0.0668
5725.86272,1.9965,0.0675
5725.87276,2.0278,0.0793
5725.88181,1.9217,0.0602
5725.89084,2.0223,0.0494
5725.90385,2.0425,0.0382
5725.91212,1.949,0.0491
5725.92326,1.9845,0.0363
5725.93435,1.9998,0.0375
5725.94675,1.9303,0.0416
5725.95785,1.9607,0.0591
5725.96896,1.9285,0.0419
5725.9813,1.9143,0.0409
5725.99241,1.9453,0.0378
5726.00352,2.0628,0.0583
5726.01584,1.9421,0.0507
5726.02694,1.9643,0.045
5726.03805,1.9018,0.0479
5726.0504,1.9467,0.0463
5726.06149,1.9483,0.0499
5726.07382,2.0248,0.0569
5726.0862,2.0119,0.0529
5726.0973,1.8773,0.0467
5726.09932,2.0298,0.0609
5726.11101,1.9769,0.0616
5726.12003,1.9996,0.0571
5726.13006,1.9752,0.0588
5726.13907,1.8933,0.0649
5726.14808,1.8183,0.0699
5726.1581,1.9201,0.0711
5726.16715,2.0677,0.0669
5726.17616,2.0182,0.0679
5726.18617,1.9351,0.0693
5726.19518,1.9878,0.0758
5726.20421,1.8261,0.0977
5726.21422,1.9807,0.0824
5726.22324,1.6579,0.1527
5726.23226,1.9377,0.1033
5726.24228,1.8384,0.1103
5726.2513,1.8354,0.0737
5726.26032,1.9148,0.0574
5726.27033,1.7829,0.1041
5726.27933,1.9606,0.0623
5726.28835,1.5874,0.1371
5726.29368,1.9937,0.099
5726.30478,2.7782,0.2464
5727.80586,2.6445,0.614
5727.81486,2.2986,1.1137
5727.82388,3.2269,0.3647
5727.84289,2.2702,4.2813
5727.89903,1.148,1.9683
5727.90806,1.6432,1.4603
5727.91808,-0.5281,10.6555
5727.92711,2.4877,0.7829
5727.93615,0.6635,2.867
5727.94617,2.457,0.3938
5727.95521,-0.3958,6.0076
5727.96423,1.0783,1.6453
5727.97425,1.6579,0.9244
5727.98327,1.9652,0.6539
5727.99229,2.1164,0.6001
5728.00231,2.2028,0.7376
5728.01136,0.5405,2.8087
5728.02039,1.7463,0.7158
5728.03041,1.686,0.8141
5728.03941,2.0079,0.7663
5728.04842,1.4691,1.0658
5728.05843,1.3174,1.6811
5728.06863,1.256,1.5918
5728.07767,1.9729,0.8724
5728.08767,0.9103,1.9553
5728.09921,0.8301,3.3005
5728.11823,1.7628,1.145
5728.12724,2.5862,0.5464
5728.13726,2.0078,0.8378
5728.14728,1.6306,1.1437
5728.1563,-0.0605,5.9946
5728.16532,1.8303,1.1303
5728.17534,2.2553,0.8211
5728.18436,2.5738,0.535
5728.19337,2.1738,0.7089
5728.20338,-1.5153,24.6107
5728.21241,0.6535,3.6851
5728.23146,0.7184,3.4839
5728.24047,0.0157,6.6315
5728.24949,3.0269,0.4081
5728.25951,3.4984,0.365
5728.26852,2.2498,0.9172
5728.27753,1.6156,1.2266
5728.28753,2.1563,0.2576
5728.29655,2.0159,0.2123
5728.83199,2.6053,0.4525
5728.84836,1.1894,1.2787
5728.92919,2.1366,0.4534
5728.94556,1.5584,0.8335
5728.9656,0.4018,2.5602
5728.97562,1.6873,0.731
5728.98564,2.0145,0.5389
5728.99566,2.6306,0.2255
5729.00569,1.9454,0.5367
5729.01571,2.0793,0.4853
5729.02572,1.6591,0.8518
5729.03573,-0.7323,16.9166
5729.17813,2.6533,0.3037
5729.18815,1.891,0.6763
5729.19817,2.5318,0.2637
5729.20817,1.3516,0.8949
5729.21819,1.5323,0.9617
5729.22821,2.5327,0.5753
5729.23821,2.4352,0.5973
5729.24823,2.6902,0.4296
5729.25826,3.2216,0.3736
5729.26828,3.3001,0.366
5731.12697,2.1418,0.0417
5731.13052,2.1144,0.0557
5731.15797,1.9877,0.0723
5731.16913,2.1653,0.0485
5731.18023,2.2638,0.0469
5731.19258,2.0872,0.0649
5731.20372,2.0753,0.0631
5731.21481,2.1347,0.0751
5731.22715,2.1381,0.063
5731.24758,2.0868,0.0661
5731.25868,2.0982,0.0547
5731.2698,2.3702,0.062
5731.28215,2.1794,0.0552
5732.79089,2.1909,0.0432
5732.7983,2.2559,0.0421
5732.80602,2.1749,0.0407
5732.81715,2.2467,0.0313
5732.82825,2.3033,0.0263
5732.84059,2.1978,0.0321
5732.85169,2.1626,0.0333
5732.86279,2.1127,0.0281
5732.87511,2.1977,0.1896
5732.92204,2.3531,0.3211
5732.93314,2.3543,0.1058
5732.94424,2.0242,0.6196
5733.25495,2.2522,0.0388
5733.25898,2.1978,0.1094
5733.28021,2.2362,0.049
5733.78891,2.0699,0.0483
5733.80001,2.2822,0.0387
5733.81111,2.2055,0.0327
5733.82344,2.2084,0.0347
5733.83453,2.2037,0.0251
5733.84562,2.2557,0.024
5733.85797,2.1189,0.0317
5733.86907,2.2304,0.0241
5733.88017,2.2438,0.0238
5733.89251,2.2948,0.0215
5733.90483,2.2849,0.0254
5733.91751,2.2539,0.0308
5733.92867,2.2212,0.0306
5733.93976,2.22,0.0231
5733.95212,2.2557,0.0377
5733.96322,2.2301,0.0392
5733.97431,2.2917,0.0472
5733.98665,2.2038,0.0293
5733.99775,2.2407,0.0406
5734.00885,2.2527,0.0419
5734.02118,2.25,0.031
5734.03474,2.2028,0.0315
5734.04583,2.2576,0.0275
5734.05945,2.2014,0.0339
5734.07302,2.2284,0.0249
5734.08663,2.2299,0.0294
5734.10143,2.2085,0.0259
5734.11253,2.2728,0.0285
5734.12362,2.2184,0.0278
5734.13594,2.1912,0.0305
5734.14704,2.2588,0.028
5734.15813,2.2705,0.0279
5734.17169,2.2244,0.0337
5734.17982,2.1334,0.0334
5734.19707,2.2224,0.0333
5734.20817,2.262,0.0336
5734.2205,2.1985,0.0439
5734.2316,2.3545,0.0323
5734.24271,2.2042,0.0379
5734.25504,2.2778,0.0488
5734.26614,2.1906,0.0452
5734.27724,2.2372,0.0646
5734.93149,2.3196,0.0437
5734.94505,2.1468,0.0569
5734.95737,2.1153,0.0939
5734.9697,2.3345,0.0719
5734.9808,2.1936,0.0753
5734.99191,2.1492,0.0801
5735.01162,1.9725,0.1188
5735.83314,1.8826,0.2533
5735.92018,2.1427,0.0811
5735.93251,2.061,0.3628
5735.94361,2.3055,0.1206
5735.95594,2.2211,0.1908
5735.96704,2.2787,0.0372
5735.98076,2.1597,0.0712
5736.78285,2.4042,0.0481
5736.79884,2.3393,0.0374
5736.81246,2.3029,0.0366
5736.82206,2.33,0.0339
5736.83982,2.3655,0.0522
5736.86698,2.5198,0.113
5736.88671,2.2576,0.0231
5736.89041,2.3247,0.0266
5736.91055,2.373,0.023
5736.92845,2.3079,0.0244
5736.95082,2.3378,0.0222
5736.97095,2.2823,0.0294
5736.98885,2.3465,0.0181
5737.01058,2.288,0.0264
5737.02298,2.3328,0.0213
5737.03778,2.3124,0.0209
5737.05513,2.2611,0.0322
5737.06746,2.2214,0.0423
5737.09587,2.1799,0.1334
5737.78432,2.3273,0.0323
5737.79438,2.4447,0.0335
5737.828,2.3698,0.0287
5737.8391,2.3426,0.0235
5737.85021,2.3388,0.0276
5737.86256,2.3436,0.0258
5737.87367,2.3993,0.0198
5737.88477,2.3498,0.0243
5737.90079,2.4297,0.0211
5737.91191,2.3701,0.0196
5737.92302,2.4129,0.042
5737.93536,2.223,0.1295
5738.0453,2.3972,0.0244
5738.05639,3.2085,0.5869
5738.06749,2.3691,0.0216
5738.07981,2.3752,0.0181
5738.09091,2.3677,0.0207
5738.10201,2.464,0.0347
5738.12521,2.4328,0.0694
5738.13632,2.428,0.0209
5738.14742,2.6828,0.2218
5738.20445,2.2656,0.0359
5738.21555,2.4145,0.0277
5738.22792,2.3121,0.0329
5738.24028,2.3658,0.0309
5738.2514,2.555,0.3381
5738.26251,1.9385,1.2982
5738.82836,2.4071,0.0376
5738.84073,2.3734,0.0307
5739.02066,2.527,0.0894
5739.03301,2.4145,0.0193
5739.04411,2.4388,0.0275
5739.05645,2.3962,0.0214
5739.07017,2.4315,0.0242
5739.08128,2.4055,0.0213
5739.09978,2.4017,0.02
5739.11089,2.4012,0.0189
5739.11479,2.3787,0.0268
5739.12366,2.4409,0.021
5739.14341,2.4111,0.0238
5739.15828,2.4597,0.0222
5739.17923,2.4163,0.0252
5739.19281,2.4585,0.0276
5739.20762,2.3575,0.0356
5739.22367,2.3603,0.0588
5739.77886,2.3572,0.0588
5739.79119,2.2139,0.081
5739.80356,2.4799,0.0367
5739.81713,2.4532,0.0318
5739.82948,2.4547,0.0231
5739.84181,2.4365,0.0234
5739.85538,2.4875,0.0224
5739.86771,2.4423,0.0256
5739.88005,2.488,0.0241
5739.89362,2.47,0.0224
5739.90598,2.4742,0.0179
5739.91833,2.5066,0.018
5739.93192,2.4341,0.0165
5739.94425,2.4403,0.0195
5739.95658,2.4659,0.0176
5739.97191,2.5063,0.0168
5739.98424,2.487,0.0181
5739.99659,2.4714,0.0195
5740.01016,2.4831,0.0191
5740.02248,2.4231,0.0172
5740.03604,2.4475,0.0215
5740.04961,2.4498,0.0248
5740.06454,2.4936,0.0197
5740.07688,2.4723,0.0174
5740.09046,2.5138,0.0193
5740.1028,2.4479,0.0188
5740.10651,2.4308,0.0217
5740.11143,2.4584,0.0183
5740.1176,2.4276,0.0203
5740.13118,2.5276,0.0175
5740.14721,2.4301,0.0222
5740.15953,2.4976,0.0198
5740.17311,2.4692,0.0223
5740.17963,2.4332,0.0225
5740.19196,2.4392,0.0189
5740.20429,2.4861,0.0255
5740.21911,2.496,0.0258
5740.23145,2.3077,0.0307
5740.24501,2.4178,0.0283
5740.25982,2.5346,0.0291
5741.05085,2.4949,0.0268
5741.06441,2.4065,0.0379
5741.07552,2.4323,0.0274
5741.08785,2.5233,0.0241
5741.10018,2.486,0.0261
5741.11394,2.4357,0.0319
5741.12773,2.4926,0.0252
5741.13885,2.3566,0.1008
5741.15118,2.3666,0.4841
5741.78048,3.1481,0.2939
5741.7916,2.6838,0.0449
5741.81503,2.3692,0.1846
5741.83723,2.3693,0.2017
5741.86068,2.6951,0.2662
5741.87177,2.6348,0.0277
5741.88411,2.5178,0.0255
5741.89521,2.5755,0.0229
5741.90632,2.5752,0.0337
5741.9187,2.55,0.021
5741.9261,2.5622,0.0214
5741.92732,2.5411,0.0202
5741.92999,2.547,0.0182
5741.93617,2.5307,0.0188
5741.94233,2.5966,0.0183
5741.9485,2.4962,0.0234
5741.95096,2.6251,0.1057
5741.9522,1.8155,0.5494
5741.95642,3.0626,0.3057
5742.02368,3.2321,0.325
5742.03731,2.646,0.6237
5742.03855,3.2608,0.4105
5742.04348,3.2634,0.3046
5742.06198,3.0214,0.3057
5742.06568,2.6178,0.069
5742.06691,2.5058,0.1253
5742.06814,2.2708,0.3281
5742.06937,2.9888,0.3409
5742.0706,2.9473,0.6535
5742.07183,2.6159,0.0643
5742.07306,2.6141,0.0194
5742.0743,2.5664,0.0286
5742.07822,2.544,0.0213
5742.07945,2.5498,0.0281
5742.08068,2.5557,0.0168
5742.08192,2.5344,0.0198
5742.08315,2.5862,0.0186
5742.08438,2.5408,0.0175
5742.08562,2.5505,0.0156
5742.08686,2.5566,0.0158
5742.08808,2.5387,0.0163
5742.08932,2.5504,0.019
5742.09055,2.5941,0.0175
5742.09179,2.5096,0.0199
5742.09303,2.5249,0.0193
5742.09427,2.5774,0.0202
5742.0955,2.5495,0.0207
5742.09673,2.5974,0.0223
5742.09796,2.5271,0.0256
5742.0992,2.5425,0.0202
5742.10043,2.5296,0.017
5742.10167,2.5772,0.0166
5742.1029,2.5372,0.0194
5742.10413,2.5583,0.0226
5742.10536,2.5762,0.0202
5742.10659,2.5421,0.0212
5742.10782,2.5681,0.0211
5742.10906,2.5874,0.021
5742.1103,2.5049,0.0251
5742.11154,2.5034,0.0285
5742.11277,2.5137,0.023
5742.11402,2.5931,0.0181
5742.11525,2.5281,0.0197
5742.11648,2.53,0.0195
